报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.2,0.18,0.17,0.17,0.28,0.58,0.73,1.27,0.96,0.63,0.61,1.38,1.31,0.96,0.81,
每股净资产(元),--,--,--,--,--,--,--,0,6.45,5.79,5.76,10.4,3.99,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,2.94,2.21,1.71,1.53,2.59,3.15,2.66,1.69,
主营业务收入(万元),1966139,1839787,1725041,1547040,1545161,1229679,1138789,1000565,843919,677027,572533,520135,418443,317093,213475,
主营业务利润(万元),465678,415367,364537,325383,327611,264519,242542,203783,167421,133579,108861,100056,79859,57208,38109,
营业利润(万元),22576,24018,21693,13527,20200,42993,52890,41857,32481,21959,21538,20601,16248,9961,7683,
投资收益(万元),-208,523,491,-342,6,121,-118,-42,-0,-4,-5,9,8,-5,-57,
营业外收支净额(万元),54,-1962,-93,6486,6236,2857,1272,2874,1601,1511,1392,732,--,437,245,
利润总额(万元),22630,22057,21600,20013,26436,45849,54161,44731,34082,23470,22929,21333,16818,10398,7928,
净利润(万元),17281,15556,14645,13270,21382,34530,41545,34290,26009,17089,16519,16283,12366,8744,7395,
净利润(扣除非经常性损益后)(万元),11796,11742,12052,7169,15738,31425,40010,32038,24333,15482,15369,15557,11801,8292,7261,
经营活动产生的现金流量净额(万元),176330,143385,112504,98411,56813,64890,76312,79365,59622,46141,41477,34991,31544,24202,15399,
现金及现金等价物净增加额(万元),-2273,-47847,-942,49429,53529,-7832,6964,-11004,-8635,-11044,-25275,84387,-65,412,5170,
总资产(万元),2437777,2091022,1601946,1454678,1227938,879736,844006,607994,518076,381925,304190,267294,150614,105011,76491,
流动资产(万元),638611,557581,577967,572068,470292,323643,349300,233977,234022,212479,166074,177965,78452,56026,44692,
总负债(万元),1654377,1315158,953736,814207,728145,541564,510470,412728,343581,225329,148089,126300,110313,80314,58892,
流动负债(万元),1346515,1158918,869534,745412,650977,503657,501645,403956,314587,218947,148019,126264,106313,80312,58892,
股东权益不含少数股东权益(万元),755886,749335,622637,616734,492020,338010,333336,195266,174494,156596,155722,140555,39939,24650,17545,
净资产收益率加权(%),1.97,2.24,2.37,2.64,4.5,10.44,14.23,18.66,15.78,11.04,11.17,18.16,38.89,41.99,52.7,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
