报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.08,0.11,0.13,0.37,0.27,0.24,0.31,0.47,0.41,0.48,0.24,0.15,
每股净资产(元),--,--,--,--,--,5.79,5.65,5.44,5.03,1.71,1.38,1.24,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-0.46,0.65,-0.59,-0.63,0.61,0.15,-0.43,
主营业务收入(万元),147590,160694,151647,145283,97903,85684,76782,79872,64985,49101,38654,29197,
主营业务利润(万元),36793,32053,28960,39874,30714,22058,20117,22249,18471,12505,9705,7365,
营业利润(万元),4542,4762,5260,11225,9906,3299,2965,5184,4729,3316,2420,1680,
投资收益(万元),-2021,1130,4419,2354,-874,-74,-170,-289,9,0,--,--,
营业外收支净额(万元),-113,-113,-113,1233,648,836,2101,2371,306,2238,318,182,
利润总额(万元),4429,4650,5147,12458,10555,4135,5066,7555,5035,5555,2738,1862,
净利润(万元),2710,3732,4231,12557,9048,3224,4234,6365,4427,4843,2375,1473,
净利润(扣除非经常性损益后)(万元),1911,4528,2486,11641,9689,2774,3066,4951,4402,3502,2242,1439,
经营活动产生的现金流量净额(万元),16299,2369,18228,-1319,3677,-6163,8782,-8003,-8492,6146,1518,-4264,
现金及现金等价物净增加额(万元),32748,-1579,4555,4326,-2519,-9327,-12429,-823,24221,4312,-1793,3118,
总资产(万元),252262,228522,211088,202765,130907,120263,114393,114054,107520,55007,48528,41113,
流动资产(万元),173036,156927,143703,150302,91949,82379,78699,92467,88852,37134,33614,27504,
总负债(万元),138627,125586,112259,109162,45026,42133,38078,40656,35878,34538,32789,26529,
流动负债(万元),104949,115989,102259,106287,43833,40904,36613,39915,29110,27770,31889,25629,
股东权益不含少数股东权益(万元),106362,99349,96166,93601,85881,78130,76315,73397,67869,17093,13750,12375,
净资产收益率加权(%),2.7,3.81,4.6,13.7,11.05,4.17,5.66,9.01,14.33,31.92,17.73,12.66,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
