报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.18,0.13,0.24,0.34,0.38,0.3,0.46,0.42,0.28,0.46,0.53,0.29,0.45,0.36,0.39,
每股净资产(元),--,--,--,--,--,--,--,--,3.31,3.3,4.34,4.32,2.56,2.12,1.77,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.46,0.45,0.94,0.27,1.11,0.25,0.56,
主营业务收入(万元),94715,91909,90201,83563,93111,96965,94454,88496,87331,72081,57978,55292,55548,46118,35878,
主营业务利润(万元),32036,28478,31307,35049,38922,34999,29390,19135,15654,16428,12810,8513,8977,7060,5758,
营业利润(万元),13660,10116,18382,26338,28302,22795,17021,8005,4894,6885,5406,1946,3262,2558,2418,
投资收益(万元),9,-2277,1291,2168,-136,-251,-38,761,128,47,531,-46,18,26,--,
营业外收支净额(万元),-3,-18,311,342,283,232,166,-154,172,240,145,307,-47,22,-12,
利润总额(万元),13657,10098,18693,26680,28585,23027,17186,7851,5065,7125,5552,2253,3215,2580,2406,
净利润(万元),12325,8254,16079,22583,24693,19745,14767,6772,4450,6173,4711,1976,2481,1823,1932,
净利润(扣除非经常性损益后)(万元),10528,9989,14141,20630,24487,19597,14573,6226,4117,5864,3927,1766,2364,1692,1890,
经营活动产生的现金流量净额(万元),24057,11291,13943,22159,39202,30775,5384,17092,-7423,6030,8341,1966,6096,1380,2788,
现金及现金等价物净增加额(万元),18389,15450,-10020,-14939,23143,15360,23287,10164,-3681,226,7994,5063,3179,2086,389,
总资产(万元),281979,264201,197553,177186,158039,139561,117740,81077,68969,59888,56824,44929,35208,28569,19222,
流动资产(万元),138644,149918,96846,112435,108541,96125,83700,48399,43869,34861,34916,26269,19002,15041,9092,
总负债(万元),47832,68208,24637,15225,12462,11602,10236,19610,15189,14915,17255,12228,20376,16121,9521,
流动负债(万元),24049,18517,20662,15225,12462,11602,10236,19610,15189,14915,17239,11586,19177,14322,9475,
股东权益不含少数股东权益(万元),228949,190369,168846,159269,142646,122541,105550,58038,52864,43979,38580,31983,14075,11650,8842,
净资产收益率加权(%),5.77,4.61,9.86,15.01,18.79,17.39,15.34,12.3,8.8,14.99,13.72,7.68,19.3,18.75,24.57,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
