报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.36,0.33,0.3,0.29,0.28,0.25,0.26,0.63,0.51,0.53,-0.38,-0.03,0.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.23,3.56,1.81,2.19,2.22,2.35,2.32,3.69,3.63,4.19,4.47,3.72,3.4,4.95,4.45,3.66,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.81,0.72,0.24,0.57,1.46,-0.13,0.46,0.19,-0.43,0.31,0.19,0.37,0.24,0.71,--,--,--,--,--,
主营业务收入(万元),483802,415965,373134,305834,306249,272426,241665,215185,191764,61157,222281,236790,206627,107704,63065,38300,33186,28502,28290,24681,18153,10093,8678,5367,3941,2703,2041,
主营业务利润(万元),183043,163736,148802,124089,126007,117696,113247,109054,93850,33605,22078,22086,30053,13183,-5280,7525,8224,6498,7886,8389,6988,4760,4182,2549,1679,1001,739,
营业利润(万元),130323,119150,109321,86088,86043,80954,86730,83468,67793,27822,-12126,-2035,12444,2140,-16753,938,3808,3556,6338,7146,5981,4183,3863,2549,1679,1001,740,
投资收益(万元),--,-5,493,--,7682,101,0,25,--,--,--,--,--,-94,-94,-55,--,480,500,470,280,275,221,160,--,--,--,
营业外收支净额(万元),734,1006,-497,18031,12862,10672,1519,1238,1744,-11,--,--,--,-129,8,14,-2,--,9,2,4,-0,1,729,2,-21,-13,
利润总额(万元),131057,120156,108824,104119,98905,91626,88249,84706,69536,27811,-13875,-1937,12947,2088,-16610,907,3806,4037,6847,7618,6265,4458,4085,3439,1680,981,726,
净利润(万元),108130,98803,89575,87422,82473,75203,74552,72586,58775,23595,-11416,-958,7965,1014,-15776,376,2555,3343,5790,6415,5159,3790,4085,3439,1428,834,726,
净利润(扣除非经常性损益后)(万元),106060,93782,89664,81325,66758,66692,72932,70671,45257,23604,-10152,-1049,8028,848,-15783,361,2556,3342,5796,6363,5155,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),188144,191092,165727,141993,133417,117329,107944,97841,93077,33415,7311,17345,44135,-3955,14035,4338,-10106,5928,3297,5629,3753,5345,--,--,--,--,--,
现金及现金等价物净增加额(万元),65629,-10245,69570,-78161,34473,65825,27513,-31506,68433,-26845,10387,-8086,9582,-21281,-12726,6481,-5324,947,29069,5719,1940,-574,--,--,--,--,--,
总资产(万元),2533750,2092174,1875466,1691934,1420214,1215105,1040298,834600,709045,258785,207459,205819,177622,169606,182191,213989,181774,121376,105291,70956,64418,42197,40579,25924,8628,2975,1420,
流动资产(万元),522688,388735,376581,272729,330501,283073,208116,179869,211131,32626,89011,83935,75335,78163,92598,117352,93286,67541,70634,35957,24484,12930,14727,10948,3777,1002,402,
总负债(万元),1334261,976884,857047,776642,588705,465960,360220,399007,336331,94530,143480,129838,100202,91550,105239,119912,74184,38404,25042,12508,10869,4806,6978,2111,2117,990,206,
流动负债(万元),617016,584954,440044,389087,315547,242706,181310,217616,178292,55761,141230,125838,87895,66868,78557,93229,59384,38404,25042,12508,10869,4806,6978,2111,1817,990,206,
股东权益不含少数股东权益(万元),1124656,1044442,968401,895984,820668,745357,677121,433003,372592,164255,54737,66117,67075,71042,70174,85950,84522,81214,78829,57051,52170,37391,33601,23812,6510,1985,1214,
净资产收益率加权(%),10.02,9.84,9.64,10.22,10.54,10.59,12.47,17.92,15.29,15.42,-18.9,-1.44,11.37,1.43,-20.21,0.44,3.07,4.22,9.69,11.58,--,10.68,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
