报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.5,0.46,0.87,0.88,0.88,0.66,0.65,
每股净资产(元),--,--,--,5.47,5.01,4.13,3.47,
每股经营活动产生的现金流量净额(元),--,--,--,1.14,1.02,0.51,0.51,
主营业务收入(万元),31569,30660,28384,22782,23954,21429,21632,
主营业务利润(万元),8957,8044,8064,7727,8636,7106,6993,
营业利润(万元),5668,5461,4566,4598,4878,3650,3635,
投资收益(万元),185,493,7,4,--,--,--,
营业外收支净额(万元),303,-2,449,301,38,83,36,
利润总额(万元),5971,5458,5016,4899,4916,3732,3671,
净利润(万元),5170,4668,4309,4219,4228,3168,3127,
净利润(扣除非经常性损益后)(万元),4442,3907,3817,3964,4196,3099,3099,
经营活动产生的现金流量净额(万元),6977,3075,3802,5470,4898,2460,2462,
现金及现金等价物净增加额(万元),3614,2109,2499,858,2095,1113,-2,
总资产(万元),65676,59725,56340,37107,32122,27755,23175,
流动资产(万元),32512,32109,36415,17512,16880,13997,10358,
总负债(万元),7167,5773,5777,10853,8071,7931,6520,
流动负债(万元),5493,4436,4575,6187,3504,7074,6520,
股东权益不含少数股东权益(万元),58508,53952,50564,26254,24051,19823,16655,
净资产收益率加权(%),9.2,8.97,14.33,17.12,19.27,17.37,19.33,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
