报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.51,0.48,0.31,0.11,-0.31,0.27,0.24,0.37,0.65,1.19,2.15,1.24,0.55,
每股净资产(元),--,--,--,--,--,8.54,8.4,10.81,10.75,16.54,5.33,2.8,1.74,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-1.41,0.33,0.62,-1.33,-0.26,0.01,0.93,0.49,
主营业务收入(万元),628842,744902,569889,434712,296532,288310,249410,207738,257391,221128,106787,94709,52114,
主营业务利润(万元),72086,78191,56135,40473,13604,29714,26166,25992,33699,27732,26532,16840,7303,
营业利润(万元),42545,41353,26339,-1567,-22752,10927,8773,12464,21229,19667,19567,11031,5004,
投资收益(万元),1580,3861,3457,2114,194,321,185,-217,17,-33,-1,0,161,
营业外收支净额(万元),640,-711,640,4006,1749,527,761,251,889,1210,398,--,--,
利润总额(万元),43184,40643,26979,2440,-21003,11454,9534,12716,22119,20877,19965,11166,5051,
净利润(万元),34669,32569,20945,7634,-21017,9187,8107,9649,16865,17199,16783,9305,3308,
净利润(扣除非经常性损益后)(万元),32149,29905,16689,4044,-22832,7592,7465,9602,16054,16766,16407,9176,3095,
经营活动产生的现金流量净额(万元),124877,72021,13940,21632,120,-47517,11205,16045,-34495,-4258,77,6998,3679,
现金及现金等价物净增加额(万元),957,-6010,-3519,14448,-22519,-40807,-45054,2407,-51775,146507,18241,5517,10106,
总资产(万元),488243,560395,630147,532213,498520,519571,393462,359923,333235,300928,104030,39694,28727,
流动资产(万元),205535,252699,302387,261272,208723,231484,218739,248774,249796,256337,78812,31800,22105,
总负债(万元),146081,233216,315826,246018,215109,209257,88497,61815,45356,28763,60818,18699,15654,
流动负债(万元),140175,209810,269323,186415,143206,139917,67344,53189,37820,22522,50961,15010,14188,
股东权益不含少数股东权益(万元),322255,308298,285775,266577,261585,287682,283064,280150,278599,267896,43212,20996,13072,
净资产收益率加权(%),11.07,10.96,7.59,2.89,-7.66,3.23,2.85,3.47,6.19,9.93,53.62,56.06,35.2,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
