报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),1.07,1.29,1.3,1.15,0.9,0.95,0.51,
每股净资产(元),--,--,--,--,--,--,3.87,
每股经营活动产生的现金流量净额(元),--,--,--,3.49,3.07,2.95,2.32,
主营业务收入(万元),50317,48943,46068,42179,42293,40859,31819,
主营业务利润(万元),32072,29616,28554,26238,25700,24547,19540,
营业利润(万元),18933,15834,13137,10403,7910,7334,4869,
投资收益(万元),141,641,15,76,18,22,108,
营业外收支净额(万元),-55,-81,-122,136,327,1031,520,
利润总额(万元),18879,15753,13015,10539,8237,8365,5389,
净利润(万元),12371,10321,8447,6929,5403,5693,3075,
净利润(扣除非经常性损益后)(万元),12145,9374,8348,6848,5214,4923,2721,
经营活动产生的现金流量净额(万元),22508,22538,21325,20969,18413,17713,13931,
现金及现金等价物净增加额(万元),7513,17536,2088,381,-3901,-3715,-322,
总资产(万元),123591,112707,110534,96480,98900,107012,104229,
流动资产(万元),31766,29038,24537,3877,3533,7871,13712,
总负债(万元),24484,22808,28890,60158,67917,80864,78105,
流动负债(万元),23909,16146,15492,19175,16500,23547,21510,
股东权益不含少数股东权益(万元),90330,82562,75441,31248,26819,22666,23223,
净资产收益率加权(%),14.46,13.11,19.02,24.57,22.21,27.29,13.84,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
