报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,
基本每股收益(元),0.11,0.22,0.03,0.17,0.09,0.07,0.09,0.07,0.1,-0.02,0.01,-0.08,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.27,1.96,2.03,1.98,2.18,2.03,2.55,1.63,1.49,1.37,1.24,1.12,0.16,0.57,1.3,1.69,1.8,2.04,1.68,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.21,-0,0.05,0.2,-0.11,-0.13,-0.03,-0.09,0.24,0.16,0.13,0.01,-0.01,0.02,--,--,--,--,--,--,--,
主营业务收入(万元),259227,211026,150404,113325,87893,68846,98105,87899,111196,53010,35393,36293,37586,32215,23956,23864,17279,16194,13149,4128,7627,7824,12487,19716,31292,29047,30567,32041,19899,
主营业务利润(万元),55632,39913,28176,24690,19099,18677,24110,19350,19278,8793,7937,8268,9492,9341,8606,8317,6448,5517,5032,-869,-559,-1432,-6020,-2878,-3112,889,2104,2447,1186,
营业利润(万元),11267,13173,4071,7069,3184,2598,6149,3925,4294,-433,-557,-2181,208,2427,3179,2498,2430,1884,2171,-4046,-5908,-11619,-6104,-2302,-2963,0,2254,2665,1357,
投资收益(万元),116,1213,18,2028,1466,248,207,1176,55,637,2003,204,90,-72,-129,-119,-135,212,-57,3,10,-52,9,33,0,544,682,0,0,
营业外收支净额(万元),1875,66,72,1178,1457,1998,1414,679,354,540,939,256,600,0,-19,-14,-35,-23,3,1613,-0,0,0,0,0,-493,0,--,--,
利润总额(万元),13142,13239,4143,8247,4641,4597,7563,4604,4648,108,382,-1924,808,2481,3194,2503,2310,2128,2128,-633,-5898,-11648,-6275,-1781,-3150,1003,2232,2280,993,
净利润(万元),4269,7588,1032,5774,2927,2308,3146,2194,3255,-629,306,-2276,306,2197,2617,2307,2041,2016,1990,-633,-5898,-11648,-6275,-1800,-3150,826,1677,1338,611,
净利润(扣除非经常性损益后)(万元),-3659,6233,658,3145,615,895,2242,659,274,-1632,-2319,-2344,-81,2193,2596,2257,2071,1885,2139,-5064,0,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),25018,758,-8348,8887,9044,10260,4117,-16250,-6925,-37,1563,5751,-3206,-3834,-723,-1449,3874,2496,2020,103,-123,319,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),19725,3048,-10868,9294,9596,5043,7487,-19518,-3818,170,4297,2518,-12000,-2213,21690,-7866,8295,3564,107,2273,-235,-284,--,--,--,--,--,--,--,
总资产(万元),344282,247799,192520,171872,167456,162743,156089,136373,121075,76741,73604,78547,86474,82114,77169,45603,45352,32601,30053,29896,32677,38513,48940,53594,50927,50763,43336,30683,17878,
流动资产(万元),276958,202178,170064,146056,134309,121393,123846,106206,104196,60717,55387,57610,60317,62357,56395,27844,30122,--,0,14953,0,15925,24485,29994,27118,26987,25235,13070,7965,
总负债(万元),154613,112868,95994,74832,73595,70805,67773,53941,42070,15975,11051,17340,19246,19362,16550,16569,20294,10645,10145,11932,30077,29347,28125,26592,22125,18149,23146,17644,12162,
流动负债(万元),152055,109795,95924,74387,72336,69657,65701,52430,40102,14749,10108,16632,17477,18518,15286,15727,19553,--,0,6492,0,23972,22148,22545,16847,10574,15933,14445,8170,
股东权益不含少数股东权益(万元),169168,118267,87518,88245,85378,83323,80279,77665,75159,57297,59351,57889,63825,59445,57462,26132,23919,21868,19853,17948,2601,9167,20815,27002,28802,32614,20168,13039,5716,
净资产收益率加权(%),2.98,7.03,1.16,6.58,3.47,2.82,3.98,2.87,4.42,-1.08,0.52,-3.74,0.49,3.76,4.87,9.29,8.91,9.66,10.52,-3.53,-106.28,-77.7,--,0,0,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
