报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),0.56,0.12,0.26,-0.97,0.03,0.04,0.02,-0.94,-1.02,0.66,-0.74,1.06,2.05,0.2,0.75,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.4,4.67,4.19,5.1,4.4,2.71,2.75,--,--,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.49,1.09,-0.58,2.29,2.22,0.32,0.93,--,--,0,
主营业务收入(万元),15105668,12082953,9046396,7116018,5748992,6437446,6193414,7205680,6890818,8057843,5573463,11496833,9387996,3619805,3387297,2929301,2410631,1903585,
主营业务利润(万元),1600072,999389,769372,-83046,230569,443279,35253,-79417,-344091,1349596,-254820,2750956,2469286,420489,815834,580909,295443,34654,
营业利润(万元),1206210,304473,495684,-791255,-217835,1429,439321,-600892,-680555,988959,-566294,1960518,2422624,186306,638185,463876,197439,-122725,
投资收益(万元),997842,223504,391892,-97660,207112,211640,989895,172857,217314,175386,-125055,263791,411492,149412,184213,73194,45916,35176,
营业外收支净额(万元),-13540,80059,74620,-67589,393415,49299,-64948,-138843,-100185,-70376,-65024,-472861,117928,116022,15609,16568,-5287,0,
利润总额(万元),1192670,384532,570304,-858844,175580,50729,374373,-739735,-780739,918583,-631318,1487657,2540552,302328,653794,480444,238225,-77703,
净利润(万元),676410,123003,266194,-990600,28339,36253,23547,-955916,-1044886,676096,-754129,1083036,1908536,122303,411250,381935,208664,-150094,
净利润(扣除非经常性损益后)(万元),158544,19038,95007,-709439,-461643,-138218,-717960,-949416,-1046663,610062,-1189265,1752035,428436,76656,380252,--,--,0,
经营活动产生的现金流量净额(万元),2120237,813078,709204,151953,666368,590132,-233813,-529928,-501106,1115183,-587901,2337824,2268268,197619,572281,680649,323393,0,
现金及现金等价物净增加额(万元),1692707,709920,-645005,-170857,-701499,-850087,184510,-62593,27950,245288,1227111,-607622,2635990,-25062,537841,154233,47465,0,
总资产(万元),26222403,22814380,13319000,11965273,14819315,14882039,16192581,16522806,15743661,15086786,13861952,11676284,11366344,5222951,5061811,4258244,3072752,0,
流动资产(万元),7230166,6030440,3944219,4536247,4185165,5084328,6482400,6345016,6338643,6102493,5519736,4401169,5444085,1738733,1457713,981808,1034714,0,
总负债(万元),19309879,17179092,8947942,8210386,10325564,10586244,11981200,12353054,10726616,8864811,8522687,5563819,5965228,2757593,2692079,3033026,2579269,0,
流动负债(万元),7042763,8877912,4349199,3350061,2614666,3539867,4812139,3990493,4731556,2840245,2706760,2393017,4351106,1659078,1367694,1462354,1365247,0,
股东权益不含少数股东权益(万元),3535968,2288621,2066929,1832330,2465333,2437916,2422258,2513689,3469529,4775246,4282206,5209170,4493390,1682948,1685467,611706,114776,0,
净资产收益率加权(%),21.57,5.52,13.77,-44.19,1.16,1.49,0.96,-31.95,-25.34,14.97,-15.8,22.32,41.72,7,22.56,--,--,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
