报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),1.04,2.25,1.37,-0.35,-0.98,0.02,0.04,-1.08,0.02,-0.97,0.04,0.35,0.73,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.4,4.55,5.57,5.3,5.45,4.48,4.07,3.78,3.26,2.83,2.27,2.16,2.22,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.42,-1.05,1.69,2.42,1.19,1.5,1.53,0.52,1.09,0.89,0.86,0.47,0.06,--,--,--,
主营业务收入(万元),10711563,9117878,7651141,4981147,4140553,5559974,5965207,5925613,7378869,6056342,4145589,5631837,4384397,3273401,2858949,2378609,1279223,976398,849955,619338,487422,452651,437263,370826,
主营业务利润(万元),1383545,1513755,1005868,313313,102716,419291,294735,77776,241746,76640,285797,529121,546665,396512,267018,218159,186328,112488,99709,70966,58423,68453,69664,65513,
营业利润(万元),788913,944121,535441,-176237,-432659,-276,-10494,-338030,-100820,-252966,5784,114271,234076,153770,87710,133805,120975,73112,62734,47424,36377,46007,46804,45684,
投资收益(万元),5416,8683,6373,5717,6045,1221,36485,5032,66596,17012,12925,-555,474,3379,-3160,-276,-212,-739,-418,-331,0,0,0,0,
营业外收支净额(万元),-10961,-10629,-2572,9398,14788,17708,27060,2334,109176,-702,61,-1007,-1582,-3278,-1425,-227,-10292,-1924,-71,-2062,79,0,0,0,
利润总额(万元),777952,933492,532869,-166839,-417872,17432,16566,-335696,8356,-253667,5845,113264,232494,153872,83125,133302,111078,70643,62245,45031,36456,45991,46841,45963,
净利润(万元),439140,678003,412092,-105517,-295895,7463,10578,-325447,7014,-264363,12004,95297,161242,106804,54718,100480,75937,53464,47357,36423,31121,30814,31384,30796,
净利润(扣除非经常性损益后)(万元),416184,676362,409354,-111216,-298044,4040,-37812,-327768,-123293,-266577,11696,95941,162348,105007,55745,100834,78229,54976,47741,38898,30985,--,--,--,
经营活动产生的现金流量净额(万元),1077060,1440170,421396,660045,421126,726781,87974,578684,429325,-288757,463700,663327,326155,328656,315527,92658,191930,156550,135356,73774,7688,--,--,--,
现金及现金等价物净增加额(万元),-170928,469327,56344,-304674,87838,301512,-55170,-464319,391812,75249,-108558,-146468,227977,-44106,-94268,175060,59468,-1813,24267,115,30856,--,--,--,
总资产(万元),8292832,7523546,7492982,7094596,7649889,7309099,7079061,6563815,8596916,7471586,6435466,5066105,4842244,3769452,3335893,2360686,1264917,922772,777139,541932,473444,362193,362696,314802,
流动资产(万元),3274712,3066282,2985918,2373267,2733754,2349302,2335872,1813591,3665327,2375982,1575501,1454412,1803824,1019218,895543,787181,350129,--,0,--,0,206438,212843,175323,
总负债(万元),5040044,4899431,6034899,6164923,6582508,5839162,5785589,5395171,7078429,6022590,4693216,3417166,3010158,2475721,2230410,1493679,563448,304826,322760,197260,195971,192501,223818,189238,
流动负债(万元),4735513,3812911,4792036,5688631,6031194,5215187,5038099,4675711,6031504,4341809,2931034,2443093,2017691,1848855,1644419,824552,345266,--,0,--,0,155354,170366,126577,
股东权益不含少数股东权益(万元),2821996,1753262,1034789,623922,727578,1022232,1012250,998938,1326931,1244377,1524069,1451173,1491108,982962,838159,667139,575154,499151,355802,337376,277472,169692,138878,125564,
净资产收益率加权(%),20.93,48.66,49.69,-15.61,-33.84,0.73,1.05,-27.98,0.53,-19.1,0.81,6.48,14.88,11.73,7.27,16.12,13.69,11.54,13.62,11.02,13.76,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
