报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.67,0.58,0.69,0.5,0.37,0.54,0.43,0.16,0.15,0.15,0.19,0.08,0.19,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.68,2.54,1.88,1.68,1.76,1.97,2.38,2.99,5.51,5.17,5.15,4.99,0.36,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.38,-0.16,0.03,0.02,0.07,0.11,0.37,-0.1,0.24,0.4,0.1,0.2,0.03,--,--,
主营业务收入(万元),563103,575968,485590,354392,304528,223546,185982,134565,97481,81601,113324,101819,85981,61410,44698,44900,38866,35700,46275,41728,30476,22931,13624,
主营业务利润(万元),223695,172837,159092,115929,98093,79429,67542,42783,37516,30402,29333,21136,18389,13003,13151,12943,9916,9721,9835,7487,5571,--,--,
营业利润(万元),78999,68880,78247,51668,41803,34104,25695,6694,8127,7745,10376,3033,10390,2910,5130,5606,4301,3549,4931,3973,2965,--,--,
投资收益(万元),3922,3912,3390,4620,2764,901,-1281,848,700,668,758,-725,3723,525,664,85,174,556,170,-50,30,--,--,
营业外收支净额(万元),-397,-1600,897,5576,3882,2704,3255,3269,2140,1987,1090,1439,562,-3,-206,165,-20,4,-1,332,0,--,--,
利润总额(万元),78602,67280,79144,57244,45685,36808,28950,9963,10267,9732,11466,4472,10952,4633,6763,6666,4800,4292,5122,4443,3328,--,--,
净利润(万元),69128,58584,65408,46135,33592,27576,22033,8023,7678,7130,8581,3459,8606,4087,5833,5447,4156,3806,4034,3986,3044,2734,1642,
净利润(扣除非经常性损益后)(万元),60228,53750,59377,40197,29874,25589,21639,5969,6176,5928,7169,3625,5756,3481,5699,4906,4158,3233,4013,3649,0,--,--,
经营活动产生的现金流量净额(万元),4085,-5598,-27591,110663,80031,31642,46268,16559,-19448,-8046,1241,974,3160,4332,11225,-2270,2740,4613,1181,2344,-2567,--,--,
现金及现金等价物净增加额(万元),-48483,62228,47904,79419,15072,-13250,2663,24566,4433,11327,-8567,-3367,7849,-2346,7151,625,-446,5023,-10376,25730,272,--,--,
总资产(万元),1224977,1105667,857765,627734,479790,371178,369372,298340,244975,192212,140730,118505,118491,101457,104006,105754,98523,76120,72510,73007,23405,--,--,
流动资产(万元),775015,796678,633224,476611,414182,314086,331812,254166,206345,156661,106018,94486,92415,74941,77404,78308,63514,0,0,0,0,--,--,
总负债(万元),593514,559162,362080,375095,248509,178063,199266,147376,103754,56625,50590,37780,35827,24506,29968,34831,33089,14342,11789,14385,12916,--,--,
流动负债(万元),585681,532408,352849,343151,248203,178063,182766,98797,73754,56328,50590,37349,33169,19659,23847,33143,33089,0,0,0,0,--,--,
股东权益不含少数股东权益(万元),575482,525700,483522,244349,218411,186522,162623,144614,136690,129464,85082,76172,79447,74270,71884,69376,63978,59987,59711,57870,9800,8456,5021,
净资产收益率加权(%),12.41,11.44,20.61,18.77,17.11,15.69,14.31,5.7,5.79,6.67,10.7,4.41,11.89,5.59,8.07,8.17,6.35,6.18,6.6,12.71,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
