报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.52,0.55,0.65,0.69,0.53,--,0.92,
每股净资产(元),--,--,--,--,--,--,1.58,
每股经营活动产生的现金流量净额(元),--,--,--,0.78,0.62,--,0.59,
主营业务收入(万元),262665,250747,217461,181245,146568,129751,111888,
主营业务利润(万元),85936,83609,84965,74573,61274,52585,48224,
营业利润(万元),53496,57691,58144,60424,45470,39101,36393,
投资收益(万元),2469,3578,538,265,1027,1088,105,
营业外收支净额(万元),2369,2697,3509,3723,2179,2367,1607,
利润总额(万元),55865,60388,61652,64147,47649,41468,37999,
净利润(万元),43942,46819,46553,48297,34748,25539,23212,
净利润(扣除非经常性损益后)(万元),39485,41375,43692,--,--,--,22067,
经营活动产生的现金流量净额(万元),94925,46822,62054,55199,41873,35060,30225,
现金及现金等价物净增加额(万元),100848,-2406,46993,22223,12498,-9583,5565,
总资产(万元),529680,485574,447526,261189,180239,162890,145440,
流动资产(万元),321250,284348,288056,134391,90983,90796,86766,
总负债(万元),117954,97516,89005,70959,51251,58801,50698,
流动负债(万元),63900,53882,48632,38638,20466,31483,27251,
股东权益不含少数股东权益(万元),407795,380981,352656,185013,125312,90758,81644,
净资产收益率加权(%),11.21,12.8,22.06,29.96,31.08,32.23,38.35,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
