报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.6,0.12,0.27,0.84,0.66,0.94,1.02,0.86,0.22,0.51,0.95,-0.2,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,5.78,4.07,3.55,2.61,2.81,2.99,3.3,3.1,2.78,2.26,2.18,2.1,2.09,2.01,2.23,1.68,1.7,1.81,2.6,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,2.16,0.93,2.01,0.52,1.21,2.08,1.49,1.45,1.03,1.66,0.98,0.55,0.9,0.65,--,--,0,--,--,--,--,--,
主营业务收入(万元),322859,311894,296540,263539,222594,439447,328064,314396,333467,301509,288953,281114,217243,160957,155873,142066,102609,86024,86087,66801,60149,64266,61803,61818,4852,5647,6022,5786,5460,1097,
主营业务利润(万元),66012,51294,51903,80080,65747,118838,91676,70418,50285,60245,81841,22482,58134,50253,44568,43738,38439,27257,21302,17293,19396,20214,6454,5970,849,827,597,--,2048,295,
营业利润(万元),52544,30549,25203,71906,58256,95758,59078,39776,17006,37252,53904,-7919,26198,40079,35224,34174,30248,21159,15292,10831,10867,13288,7694,5970,849,1525,1055,--,1694,224,
投资收益(万元),16394,14775,6272,24191,23527,11466,3327,7485,-1452,5525,2562,--,178,67,-451,-107,3,4,-151,99,-468,528,6,108,2251,2554,0,--,0,0,
营业外收支净额(万元),-520,802,-311,-36,413,-5680,-6684,-65,444,-91,5601,367,370,241,119,145,110,0,-1245,-1744,1079,--,0,0,2,0,0,--,--,--,
利润总额(万元),52024,31351,24893,71870,58669,90077,52395,39711,17450,37161,59505,-7553,26568,40388,34892,34284,30361,19745,13896,10585,12478,14781,8881,6206,3102,4079,2244,--,1696,224,
净利润(万元),41089,8194,18424,57346,45008,64545,34791,29349,7059,13530,25252,-5349,962,13941,12274,15065,13817,7563,6446,5928,6882,6403,4918,3243,2974,3850,1908,1108,1408,224,
净利润(扣除非经常性损益后)(万元),36042,10449,18188,57383,44667,68811,39837,29432,6762,13564,20261,-5568,11409,13904,12587,13185,13577,8964,7698,6279,5816,--,--,--,0,--,0,--,--,--,
经营活动产生的现金流量净额(万元),75741,42294,50104,84454,25895,49529,139900,168735,73898,24867,53501,13977,32181,55525,39710,38753,27460,44271,26087,14562,24114,17436,--,--,0,--,--,--,--,--,
现金及现金等价物净增加额(万元),69247,125554,-33219,44413,-36847,311,22493,65798,13277,-22370,25462,-5969,23746,-10578,-14359,29376,7208,3530,-9747,-9876,13734,-2847,--,--,0,--,--,--,--,--,
总资产(万元),1162818,1030398,919870,918646,837238,749317,838792,789625,649381,634162,626932,526600,460109,380529,333212,311944,235722,194856,160679,144202,149229,159426,132851,111783,88241,28328,24239,11610,8391,8371,
流动资产(万元),447777,352407,213613,249794,184451,228208,336189,307804,192177,167486,153749,120442,87639,38768,55783,73111,37063,0,0,0,0,26312,52513,24407,35854,11522,9771,3301,811,457,
总负债(万元),700952,606365,498354,490260,442446,401540,567636,542867,427290,391964,412068,369958,288976,205799,155815,141763,131850,101724,70565,60344,75309,85606,65384,65292,45710,911,2304,872,0,0,
流动负债(万元),643496,531320,374776,332690,244776,238119,384681,451458,286247,207061,199119,200678,136994,129225,87190,74568,91043,0,0,0,0,79587,65384,39597,22640,911,2304,872,446,147,
股东权益不含少数股东权益(万元),408330,391982,390375,392795,359201,313729,252085,229454,197886,108528,94699,69446,74796,79683,87962,82494,73999,60157,57979,55891,55613,53655,53988,35529,32768,27417,21935,10737,7946,824,
净资产收益率加权(%),10.03,2.1,4.71,15.22,13.55,22.63,14.22,13.72,3.97,13.3,30.77,-7.42,1.25,17.96,13.85,18.48,19.08,12.25,10.92,10.25,0,11.9,0,0,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
