报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.49,0.42,0.24,0.23,0.2,0.26,0.13,0.27,0.48,0.84,0.81,0.54,0.39,0.17,
每股净资产(元),--,--,--,--,--,--,3.04,5.82,5.65,7.94,2.72,2.01,1.69,1.71,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.12,-0.09,0.33,-0.34,0.52,0.45,0.52,-0.53,
主营业务收入(万元),227459,242012,156877,210322,154703,142336,130485,100197,104716,98731,78385,48089,40553,34533,
主营业务利润(万元),36946,40107,19530,30141,21812,24805,17919,17821,21864,19090,15451,10009,6044,3843,
营业利润(万元),26785,24328,12057,15697,10333,12302,6632,6276,11211,11181,9357,6297,2484,1213,
投资收益(万元),139,19,1034,324,552,--,--,--,--,--,--,--,--,0,
营业外收支净额(万元),132,-318,303,-2863,422,1288,519,626,325,548,228,-13,69,7,
利润总额(万元),26918,24010,12360,12834,10755,13590,7150,6902,11536,11729,9585,6284,2552,1220,
净利润(万元),20704,17791,10277,9509,7998,10722,5325,5546,9766,10145,8123,5426,2259,990,
净利润(扣除非经常性损益后)(万元),20138,18121,4875,10777,7245,9735,4922,5004,9498,9686,7924,5390,1764,1047,
经营活动产生的现金流量净额(万元),46335,13624,5562,4991,-5608,20672,4794,-1731,6756,-4639,5204,4506,4485,-2367,
现金及现金等价物净增加额(万元),1534,-4576,-214,7012,-15149,16647,-209,-13346,-27334,52192,-1182,2179,2148,-164,
总资产(万元),226923,205976,181589,173150,147612,155139,138986,137734,119875,124798,44608,34298,26225,18765,
流动资产(万元),133366,125893,109251,106480,85715,97085,77166,79203,83198,100304,23236,18913,18430,12865,
总负债(万元),34627,31709,19422,14241,11720,23196,15436,19478,5094,14300,17410,14223,11576,11089,
流动负债(万元),26909,31702,19307,13786,11368,22706,14750,18354,3963,13066,15713,11562,10751,10831,
股东权益不含少数股东权益(万元),192297,174267,162167,158908,135892,131943,123188,117863,114342,107178,27198,20075,14649,7676,
净资产收益率加权(%),11.28,10.51,6.41,6.52,5.94,8.42,4.42,4.78,8.81,13.9,34.73,31.25,25.66,15.51,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
