报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),0.47,0.53,0.54,0.55,0.55,0.31,0.27,0.41,0.61,1.05,0.42,-0.77,0.33,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.84,3.58,2.02,1.67,2.64,2.55,2.1,1.88,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.78,1.69,0.58,0.59,0.79,0.6,0.75,0.9,0,0,
主营业务收入(万元),13618069,13677440,12136290,11396399,10892911,10482568,9762825,9984055,9713911,8096268,5109537,5297000,4973892,4700582,4008124,3484570,2444674,2481269,
主营业务利润(万元),2266121,2137948,2076404,2646731,2496003,1679642,1467409,1733829,1820522,1835014,764319,327835,822622,692275,709496,796802,475239,581802,
营业利润(万元),917833,982650,1162631,918077,833980,391730,395930,569488,915018,1426432,421322,-1107117,499295,152732,239129,269670,-6225,44079,
投资收益(万元),53836,136814,-30782,8785,167599,87716,82509,38289,133653,357286,61045,-115214,123566,322984,6954,42644,12496,39914,
营业外收支净额(万元),-7369,13141,-14542,103861,70345,110079,62409,134265,97134,76074,110146,21898,21018,-1617,0,0,0,0,
利润总额(万元),910464,995791,1148089,1021938,904325,501809,458339,703754,1012152,1502506,531468,-1085219,520314,486541,255857,322300,15998,104919,
净利润(万元),640858,733633,724031,681402,677401,378239,331861,494804,747686,1220805,502945,-914908,388135,319138,170929,256094,21543,82781,
净利润(扣除非经常性损益后)(万元),617387,662001,722679,617164,634384,295399,289247,363281,678360,1004058,121045,-267195,373899,112543,166508,248124,9946,0,
经营活动产生的现金流量净额(万元),3834018,3141889,2638930,3072436,3175271,1752285,1743612,1241882,2163959,1966694,689527,705285,934852,739857,706769,819079,763223,709691,
现金及现金等价物净增加额(万元),217210,120028,-128511,-29008,-150159,-510184,297389,-351847,110182,1156777,-27651,-75520,-110281,133876,-737432,718657,-100588,-38670,
总资产(万元),29425355,24371601,23571782,22412819,21370354,20964287,20536188,18571091,17332357,15521961,10616321,9889774,8829524,8711744,6906196,6784618,5276651,5486715,
流动资产(万元),2481686,2372611,2075933,1932238,1952761,2049006,2542561,2054832,2146166,2098813,717876,922639,867190,1145842,802690,1457457,884239,1088151,
总负债(万元),19287691,14315907,14078599,14765455,14710840,15017125,14741889,13176438,12382205,11352029,8220176,7861020,5685693,5219982,4645017,4817442,4715654,5114654,
流动负债(万元),7762972,7223108,7175509,6384643,5021335,6047227,6964426,5581138,5786738,5063310,3639431,4269590,2609227,2656052,2423541,2377582,2109601,2235877,
股东权益不含少数股东权益(万元),9350586,9321624,8612079,6887650,5982040,5434001,5415419,5057854,4673802,4165263,2392287,1977389,3128810,3123998,1984002,1701370,427491,226758,
净资产收益率加权(%),7.09,8.17,8.96,10.61,11.84,6.98,6.3,10.2,16.99,40.56,22.52,-36.33,12.89,13.4,9,37.2,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
