报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.36,0.3,0.76,0.38,0.36,0.47,0.45,0.59,0.99,0.95,0.78,0.46,
每股净资产(元),--,--,--,--,--,--,--,--,5.91,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.8,0.9,0.6,1.04,
主营业务收入(万元),221287,199680,203737,184272,150508,130389,122248,108304,97829,85853,71941,54022,
主营业务利润(万元),31200,24672,21827,20757,19091,19031,19255,18710,19036,17824,14544,10451,
营业利润(万元),16443,13579,15577,5822,6075,7085,7621,9537,10303,11124,9372,5735,
投资收益(万元),2533,2655,538,464,822,1672,822,90,-83,64,134,438,
营业外收支净额(万元),63,34,1,1590,1105,1753,880,1724,3908,1326,793,6,
利润总额(万元),16506,13613,15578,7412,7180,8838,8501,11261,14211,12450,10166,5741,
净利润(万元),11509,9499,11083,5089,4781,6333,6023,7833,10419,9528,7540,3691,
净利润(扣除非经常性损益后)(万元),10070,5731,4309,4099,3967,5101,5411,6514,7538,8546,6716,3061,
经营活动产生的现金流量净额(万元),-7192,-7287,9421,12756,16399,18205,16519,10086,10622,8981,6033,10391,
现金及现金等价物净增加额(万元),-4715,-25391,63022,10714,-12379,4875,-5617,1271,29527,7205,2110,217,
总资产(万元),420925,384150,346129,229132,206233,196913,167880,149582,131646,82001,63989,59560,
流动资产(万元),203971,207266,194493,88016,80204,94556,68084,65916,63067,25313,14716,15530,
总负债(万元),188109,164542,133702,124509,97419,90276,65442,59056,49463,48246,37145,47389,
流动负债(万元),100995,127420,96350,98563,76286,70283,45080,34197,24802,27707,26477,35702,
股东权益不含少数股东权益(万元),220763,207278,200473,92811,92109,89970,86273,82861,78964,30858,24197,11477,
净资产收益率加权(%),5.38,4.66,9.07,5.49,5.25,7.19,7.09,9.31,25.33,34.93,40.34,29.77,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
