报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.13,0.14,0.12,0.07,0.08,0.09,0.06,0.18,0.17,0.17,0.12,0.09,0.05,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.07,2.93,2.8,2.71,2.63,2.27,3.96,3.73,3.53,3.92,4.76,2.04,1.41,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.15,0.22,0.8,0.4,0.3,0.11,-0.43,0.44,0.18,0.23,0.48,0.39,0,--,
主营业务收入(万元),291570,242786,197172,120660,140472,138892,148054,164253,141838,112813,88706,87689,69896,58564,66133,96418,66808,60721,50934,49602,48877,33474,
主营业务利润(万元),136136,118833,70698,19823,22115,20359,19721,26929,25564,25629,22205,19648,15250,17013,18114,18670,17184,14568,12932,12934,13172,6094,
营业利润(万元),25251,23267,18818,6597,8388,6984,4468,10892,10030,10120,7303,5518,3106,5303,9527,11116,9150,8484,8150,7729,6292,1458,
投资收益(万元),-477,960,1210,0,402,370,45,389,543,593,500,62,-86,-26,-4,1086,1529,2357,1012,67,0,0,
营业外收支净额(万元),53,-209,100,312,310,2965,1236,323,994,392,249,252,119,-68,-28,-32,-64,-189,-302,-19,0,-5,
利润总额(万元),25305,23057,18917,6908,8698,9949,5704,11215,11024,10512,7551,5770,3225,5219,9501,12210,10691,10816,8860,7777,6297,1454,
净利润(万元),14528,15345,12981,6381,7872,8658,5193,9884,9320,9083,6539,5022,2614,4406,8080,10086,9008,9091,7536,6558,5338,1236,
净利润(扣除非经常性损益后)(万元),14076,15131,9530,6122,7614,6402,3730,9448,8248,8774,6355,4832,2526,4458,8102,9158,7667,8977,7838,--,0,--,
经营活动产生的现金流量净额(万元),27937,18927,-815,6332,12950,17876,8455,1323,7847,11682,43513,21931,16233,5072,-10887,11030,4577,4528,7187,4106,0,--,
现金及现金等价物净增加额(万元),-10549,-14432,-15663,11118,-8317,-2945,33410,-1096,10732,-4257,1477,-9645,-28568,33693,-1479,-21141,25699,-18167,33050,2222,0,--,
总资产(万元),528118,480047,428303,300173,303318,289680,311160,249197,241672,291975,262350,257184,231537,242535,197805,152858,160490,141901,113402,50278,41077,28993,
流动资产(万元),185240,221598,185751,148670,150884,136333,149459,110858,109921,111653,94176,109309,111900,143921,105224,74320,94041,0,0,26814,0,17963,
总负债(万元),169523,151831,115377,51121,58442,50134,78564,72413,72986,128818,106749,106793,85465,134788,93343,54110,66925,63450,41939,29103,26461,20693,
流动负债(万元),160628,110798,112936,11900,57439,10500,76354,19327,71287,61679,81680,106793,85461,95610,93238,23825,66410,0,0,25098,0,18465,
股东权益不含少数股东权益(万元),291995,283795,271879,246954,242795,237473,230537,174733,166642,159124,151764,146857,142965,102845,99642,94008,88818,75936,70923,21175,14616,8300,
净资产收益率加权(%),4.92,5.53,4.46,2.61,3.28,3.7,2.12,5.8,5.73,5.86,4.39,3.47,2.1,4.36,8.4,11.03,10.68,12.08,14.69,37,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
