报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.22,-0.03,0.03,0.2,0.41,0.34,0.58,0.55,0.54,0.91,0.68,0.79,0.57,
每股净资产(元),--,--,--,--,--,--,--,8.6,8.21,4.42,3.53,2.82,2.03,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.83,0.45,0.21,0.22,0.19,
主营业务收入(万元),178358,239842,164055,159274,123954,72388,91671,97256,96504,77264,65712,75444,57509,
主营业务利润(万元),30892,22144,15441,24812,18954,14740,16859,12881,12440,10097,9071,8170,6534,
营业利润(万元),8518,-3389,1376,8127,7201,8377,8635,6373,6559,6350,5366,5246,5033,
投资收益(万元),1149,16,91,188,464,442,94,88,-67,-35,2,0,--,
营业外收支净额(万元),123,106,36,1518,165,170,361,38,-243,25,0,924,-4,
利润总额(万元),8641,-3282,1412,9645,7366,8546,8995,6411,6316,6375,5366,6170,5030,
净利润(万元),9574,-1156,1203,8369,5796,4688,5948,5635,5441,5381,4015,4639,3350,
净利润(扣除非经常性损益后)(万元),7791,-1708,973,7055,5404,4181,5653,5529,5705,5390,4014,3946,0,
经营活动产生的现金流量净额(万元),27925,1399,-13938,-1488,2612,6165,-803,-39701,-8545,2652,1219,1294,1096,
现金及现金等价物净增加额(万元),6239,-3615,-8639,-12046,23579,4597,-9515,-11333,21336,5771,804,1582,1168,
总资产(万元),297989,288914,246587,258671,232912,196718,145407,159076,102282,57244,42144,39117,35011,
流动资产(万元),177055,170479,140753,130069,132338,107085,70543,116677,83124,49393,35650,34532,31327,
总负债(万元),122537,125103,82877,85296,68299,36217,32016,58277,17443,31242,21335,22502,23045,
流动负债(万元),98948,106808,65732,69390,67739,35829,31595,57832,17167,28907,20972,22499,23045,
股东权益不含少数股东权益(万元),164728,151698,151111,151787,142535,138863,92793,88857,84838,26003,20809,16615,11967,
净资产收益率加权(%),5.93,-0.76,0.8,5.71,4.09,3.49,6.48,6.43,7.43,22.99,21.46,32.46,32.55,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
