报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),2.34,2.38,1.52,0.73,0.44,2.32,1.57,0.9,
每股净资产(元),--,8.86,6.47,5.95,5.73,--,--,--,
每股经营活动产生的现金流量净额(元),--,1.67,0.72,0.78,0.82,1.15,--,0.67,
主营业务收入(万元),44301,41020,27721,17419,15893,32748,18270,11704,
主营业务利润(万元),18540,17451,12271,7052,6337,16444,9987,5618,
营业利润(万元),12876,13186,8419,3072,1357,12100,7702,4299,
投资收益(万元),--,--,--,--,--,--,1,8,
营业外收支净额(万元),-15,-53,11,932,1085,113,124,74,
利润总额(万元),12861,13133,8429,4004,2442,12213,7826,4373,
净利润(万元),11097,11320,7216,3446,2102,10420,6653,3731,
净利润(扣除非经常性损益后)(万元),10995,11231,6941,3408,1481,10325,6548,3656,
经营活动产生的现金流量净额(万元),8085,7955,3439,3709,3883,5160,10,2791,
现金及现金等价物净增加额(万元),7448,7553,-1695,1276,730,-253,-3241,4368,
总资产(万元),76964,73977,58074,41135,32279,38350,23334,15380,
流动资产(万元),70711,67674,51711,34707,25454,31326,19824,14796,
总负债(万元),23802,31910,27326,12854,5066,17189,12593,6530,
流动负债(万元),23487,31616,27022,12542,4757,17026,12427,6530,
股东权益不含少数股东权益(万元),53162,42068,30748,28281,27213,21161,10741,8850,
净资产收益率加权(%),23.31,31.09,24.45,12.69,7.62,65.33,58.98,47.83,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
