报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.1,0.08,0.06,0.32,-0.15,0.02,0.19,0.1,0.09,0.06,0.03,-0.18,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.29,2.2,2.21,2.18,2.37,2.26,3.13,3.07,3.06,3.02,2.99,3.12,3.11,3.31,3.05,3.82,5.76,6.26,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.5,0.08,0.35,-0.06,0.04,0.08,-0.53,0.16,0.19,0.2,0.11,0.17,0.05,0.07,--,--,--,--,--,
主营业务收入(万元),91262,91168,56574,112534,30957,87035,102680,79746,82764,52866,49621,33409,45592,33176,56545,48517,46239,26819,24425,18671,15478,16753,45956,43645,45181,38477,20387,
主营业务利润(万元),21001,12686,9307,22606,6120,18595,32577,22284,24120,18712,13860,6585,14946,7936,13466,12890,15514,10303,10179,8650,6891,8328,13161,10544,12167,9955,8922,
营业利润(万元),9321,6291,4307,21916,-11365,2238,15734,9850,9196,6031,2121,-11701,4575,-22,3220,1907,2412,-413,28,1182,1686,4848,13978,11310,12552,10560,6548,
投资收益(万元),8746,8182,4831,18096,-2271,146,46,2071,-411,-65,85,-481,-44,694,-796,-813,-600,-34,-646,-225,-5,548,738,2207,539,2579,0,
营业外收支净额(万元),-1274,-605,-634,-1169,-64,56,-390,-91,-703,-287,483,-65,--,-459,-443,-400,-433,0,-34,-34,322,--,0,0,0,0,--,
利润总额(万元),8047,5686,3673,20746,-11429,2294,15344,9759,8493,5743,2604,-11766,4382,213,1982,694,1379,-504,-652,923,2004,5663,14790,13661,13575,13526,6042,
净利润(万元),6514,5205,3547,19717,-9206,1401,11718,6351,5695,3980,2041,-11503,3257,406,1643,1457,1360,1116,404,597,925,4806,12660,11682,8948,8923,3788,
净利润(扣除非经常性损益后)(万元),7373,5185,3697,20591,-9388,1360,5433,6427,6116,3984,1944,-11307,3423,334,2238,3373,2512,568,295,835,830,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-29278,43876,-15418,59328,12908,3386,-4221,1254,30954,4719,21963,-3959,2229,4644,-24103,7187,8464,8861,5032,7810,2254,2974,--,--,--,--,--,
现金及现金等价物净增加额(万元),-25513,13775,1281,32904,-7231,12225,-3652,3521,-489,-8219,15390,-26664,-4746,18556,-12942,-4415,10510,8431,9525,4397,-5401,5543,--,--,--,--,--,
总资产(万元),293277,346880,293915,276045,318673,332209,292535,260023,251122,253704,256011,243042,223088,226946,216554,217769,222947,216006,226077,227022,201420,186970,159301,156026,153062,135148,64458,
流动资产(万元),193490,212709,189216,201813,205384,211391,173859,143648,135676,129738,138932,125321,157014,172574,143150,149428,146864,0,140677,0,0,95767,76966,68334,74723,64014,39580,
总负债(万元),120235,176215,122188,104154,166080,170743,131702,110059,102992,111081,114760,107223,75766,85946,75379,79145,86659,80666,91107,--,58090,37675,36478,46422,70182,53970,36528,
流动负债(万元),71012,114798,61018,93356,140496,130367,106440,94515,58300,54914,79781,86172,50846,73266,75379,79145,86659,0,86907,0,0,37675,36478,33559,56295,41633,32903,
股东权益不含少数股东权益(万元),172585,169417,167757,170149,150399,159495,158075,146348,142460,136801,137898,135819,147322,141000,141175,138624,137988,136068,134863,140976,140320,149255,121821,109162,82337,81178,27930,
净资产收益率加权(%),3.74,3.09,2.1,12.3,-5.94,0.88,7.7,4.36,4.08,2.95,1.49,-8.13,2.24,0.29,1.17,1.05,0.99,0.82,0.3,0.42,0,3.72,--,0,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
