报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),1.01,-2.11,0.5,0.15,0.11,0.24,0.31,0.36,0.67,0.42,0.54,0.52,
每股净资产(元),--,--,--,--,--,--,--,--,5.23,1.4,1.37,1.09,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.43,0.52,0.52,0.18,
主营业务收入(万元),997350,662135,468485,153339,129479,119027,36536,33137,36122,27204,20614,19596,
主营业务利润(万元),166532,110408,103038,39522,32075,32197,12875,11491,12354,8932,6291,5279,
营业利润(万元),200980,-386129,61069,13273,10093,15225,6512,7267,7863,5022,3825,3036,
投资收益(万元),138491,3216,2142,640,329,129,197,--,--,--,--,--,
营业外收支净额(万元),381,-132,3624,4942,1385,536,185,320,1023,159,70,25,
利润总额(万元),201362,-386262,64693,18215,11478,15760,6697,7587,8886,5180,3895,3061,
净利润(万元),183802,-387600,49050,9566,6484,8411,5613,6391,7634,4284,3331,2630,
净利润(扣除非经常性损益后)(万元),43872,-390541,35312,4882,5369,8298,6391,6121,6764,4149,3271,2612,
经营活动产生的现金流量净额(万元),28130,72172,-9522,28180,11756,4253,6398,5376,5842,5329,3336,930,
现金及现金等价物净增加额(万元),16873,115897,53357,14118,594,-26092,-8983,2190,50843,315,697,276,
总资产(万元),627352,898697,1243780,307552,248903,196536,95839,87599,81038,26263,17435,13612,
流动资产(万元),497323,701544,654408,171722,119254,104981,68345,75096,68999,20053,12504,8660,
总负债(万元),187143,495474,472503,136075,139865,93941,15584,11385,9830,11840,8583,8138,
流动负债(万元),152119,388883,419089,113116,91518,53933,13574,11385,9830,11840,8583,8138,
股东权益不含少数股东权益(万元),433706,402657,767081,151800,90958,89275,80255,76170,71140,14306,8852,5474,
净资产收益率加权(%),36.87,-67.71,8.85,6.9,7.2,10.07,7.2,8.68,22.11,36.39,41.36,43.24,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
