报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.31,0.27,0.13,0.16,0.14,0.2,0.22,0.06,0.05,0.04,-0.6,0.32,0.72,0.51,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,3.64,3.6,4.2,7.78,4.89,2.74,2.14,1.59,1.29,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,0.01,-0.09,-0.13,0.43,0.15,0.89,0.25,0.65,0.45,
主营业务收入(万元),100608,86029,77442,72665,56285,46892,31531,25560,20961,14903,9092,17220,19654,12945,12268,11133,9142,7473,
主营业务利润(万元),76567,64460,58183,55394,40796,33126,22510,19513,15985,11173,6491,12874,12597,10125,9775,8898,7173,5784,
营业利润(万元),22260,11143,4418,9177,6662,7822,2865,904,602,446,-9984,4746,6228,4070,3754,3489,2808,1547,
投资收益(万元),693,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,-2,0,
营业外收支净额(万元),-215,149,-58,-7,351,727,790,159,232,183,247,1507,--,--,4,0,0,0,
利润总额(万元),22045,11292,4360,9170,7013,8549,3655,1062,835,629,-9737,6253,6310,4070,3758,3489,2761,1531,
净利润(万元),17888,9580,4565,5703,4881,7137,3655,1062,834,628,-9781,5237,5364,3542,3150,2844,2313,1249,
净利润(扣除非经常性损益后)(万元),16899,9003,4178,5529,4591,6092,2864,903,602,272,-10040,3853,5284,3480,3120,2845,2282,1259,
经营活动产生的现金流量净额(万元),19658,3166,10788,12388,7291,13282,2658,1515,3386,136,-1528,-2124,3559,1046,4605,1301,3377,1817,
现金及现金等价物净增加额(万元),18834,-2223,1788,11049,331,-16181,2162,931,593,-3562,-3937,2695,16964,13755,2181,-3544,2018,2745,
总资产(万元),137009,100802,92238,85550,70563,66823,66864,64505,64370,63320,63614,77386,71211,45254,23701,19494,15292,13497,
流动资产(万元),79417,61921,56159,53862,37891,34628,43530,40016,38686,40871,41312,56010,47949,27107,12094,14266,9886,8040,
总负债(万元),45208,23287,22660,19971,13299,12097,3689,4001,4928,3628,4549,8541,7423,11032,9444,8388,7030,8328,
流动负债(万元),42364,21274,21297,18985,9416,8196,3279,3637,4028,3628,3549,7541,7254,8760,9204,8178,6859,8257,
股东权益不含少数股东权益(万元),80740,67198,59405,54839,48902,47628,63174,60504,59441,59692,59064,68845,63788,34222,14257,11106,8262,5169,
净资产收益率加权(%),24.18,15.21,7.99,11.02,10.18,11.06,5.89,1.77,1.41,1.06,-15.29,7.91,12.06,11.13,24.84,29.36,32.86,28.25,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
