报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),-1.02,-1.34,0.19,1.58,0.26,0.37,0.28,0.2,0.25,0.17,0.09,0.27,0.43,--,0.11,0.04,
每股净资产(元),--,--,--,--,--,--,--,--,1.77,1.55,2.12,3.16,1.52,--,1.59,1.34,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,2.72,-0.25,0.27,-0.23,-0.93,--,0.93,-0.1,
主营业务收入(万元),31379,4104873,6138432,5216286,4763722,3211906,2985048,1465287,596016,288697,134568,234893,59046,29798,12144,7322,
主营业务利润(万元),8779,11582,51172,42219,23408,15732,19276,27419,32380,17679,10622,11487,7986,6342,2828,878,
营业利润(万元),-127723,-239774,36786,204784,21105,16640,13082,10922,12311,6591,1610,3590,5000,4299,1317,501,
投资收益(万元),106214,-7855,3825,-20121,-5091,-1093,-4741,-2971,-871,-453,29,-21,--,--,--,0,
营业外收支净额(万元),-38700,-233,2672,2692,486,325,424,327,-984,130,680,766,--,135,-1,-5,
利润总额(万元),-166423,-240007,39459,207476,21591,16965,13506,11249,11327,6721,2290,4356,5109,4434,1316,496,
净利润(万元),-167798,-220806,30598,153198,17469,14779,11073,8009,7676,5119,1737,3507,4263,3654,1075,421,
净利润(扣除非经常性损益后)(万元),-129796,-216942,17102,16685,23668,14097,15690,6134,11928,6314,906,2877,4171,--,1076,426,
经营活动产生的现金流量净额(万元),-3438,-466672,16394,-166940,-95133,31276,19734,153095,83178,-7633,5590,-3158,-9344,4497,3994,-453,
现金及现金等价物净增加额(万元),-431,-236017,4461,120418,73518,-76384,45975,23362,12815,-3499,18627,15993,3287,4585,161,-364,
总资产(万元),1286578,1665337,2148839,1968489,2057491,1705674,1263825,999097,749203,468671,290574,114654,52736,27500,33367,17686,
流动资产(万元),1034127,1411122,1811923,1640545,2013238,1689033,1244590,979309,729767,449773,273680,98611,35725,13843,18845,10969,
总负债(万元),1251558,1465997,1718614,1560884,1814727,1624832,1193609,939639,694495,420766,246694,71333,36955,16659,26241,11708,
流动负债(万元),1203626,1425920,1476503,1307969,1748957,1624761,1193348,939639,694495,408176,239184,62171,25741,13219,26241,11708,
股东权益不含少数股东权益(万元),35020,199340,413684,394675,239823,80457,69670,58924,54191,47371,43300,42925,15384,10496,6842,5767,
净资产收益率加权(%),-145.69,-72.56,7.55,38.71,11.89,19.78,17.23,14.23,15.14,11.29,4.02,8.8,32.55,--,17.05,9.54,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
