报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.38,0.36,0.21,0.04,0.04,0.17,0.18,0.19,0.35,0.3,0.09,0.14,0.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.99,2.64,2.28,2.29,4.45,1.94,1.75,1.81,1.57,1.13,1.12,1.16,1.26,1.93,2.26,2.46,2.44,2.4,2.06,1.14,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.35,0.27,0.25,0.47,0.17,1.01,0.12,-0.09,-0.03,0.22,0.03,0.12,0.08,0.08,--,--,--,--,--,--,--,--,
主营业务收入(万元),1476721,1168024,741190,510226,468604,511235,485454,441501,476328,376293,239746,246764,106201,64592,50045,48697,22442,15218,13151,11375,9319,10775,12270,12093,16307,14107,17539,15156,13614,11606,
主营业务利润(万元),659671,399779,146816,89172,74897,94205,90703,82602,93332,74688,44346,47096,11762,5214,4405,4320,3767,4844,3986,3315,2251,1753,-941,-1055,137,1468,2862,1319,1565,1490,
营业利润(万元),242362,178624,64204,16838,6441,24569,23142,27015,47264,38008,12214,17062,6520,3664,2611,2707,1506,678,426,70,-1481,-3154,-888,-804,437,0,3061,1706,1697,1663,
投资收益(万元),2174,2378,2100,1112,1207,1999,-131,-550,-161,537,-165,7870,-40,23,0,0,-35,-267,-72,39,1387,-388,1066,983,1018,1095,310,0,0,0,
营业外收支净额(万元),-1174,661,-3055,-3121,6304,5468,4819,1730,2980,2545,3008,3199,110,0,0,-0,-126,-124,-74,63,351,0,0,0,0,-675,-311,--,--,--,
利润总额(万元),241188,179284,61149,13717,12745,30037,27960,28744,50244,40552,15221,20261,6631,3686,2611,2707,1345,287,280,172,258,-3663,306,238,851,2081,3059,1467,1446,1466,
净利润(万元),111248,109059,52307,10948,9945,15628,14616,15409,28727,24816,7165,11904,4402,2474,2611,2707,1338,235,261,126,247,-3676,272,225,817,1870,2592,983,969,953,
净利润(扣除非经常性损益后)(万元),91744,76960,49688,10597,2594,9835,10422,14184,26253,21981,4997,3729,4175,2474,2539,2707,1464,235,261,126,-984,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),221587,140585,49824,45653,59928,71974,69589,47095,29205,22692,20423,38735,7106,12791,1512,-1029,-309,2439,318,1334,948,874,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),229109,-116593,82646,-32027,-28720,20658,39860,7461,9507,-11262,-17855,812,56396,-3820,3030,-1833,1618,-419,259,360,184,160,--,--,--,--,--,--,--,--,
总资产(万元),2640707,1962242,1341508,1117773,1092865,1111056,1010684,769417,700339,583172,510360,506401,496951,58279,36780,32458,33159,31331,33304,33908,36638,46167,49059,49295,50669,49475,35852,24973,--,--,
流动资产(万元),1361965,846056,552838,396042,383629,423350,381508,308318,289123,230331,175539,195908,185019,17455,25408,20620,21243,24708,--,--,0,33136,33196,33338,34302,34288,25688,18830,--,--,
总负债(万元),1662887,1038473,860462,697195,674816,692637,675587,428945,373405,287693,279565,276653,274938,30060,14633,12368,15776,18547,20758,20853,22043,24136,23377,23885,25507,25308,21012,18516,--,--,
流动负债(万元),1156114,813078,649865,500023,510719,453864,388353,225752,132805,126839,119482,186433,155959,30060,14633,12368,15776,18547,--,--,0,20586,19813,19773,21395,21196,17507,14563,--,--,
股东权益不含少数股东权益(万元),692513,680017,430005,363455,359696,356768,245261,259337,247238,218512,188622,189731,184283,24621,22147,20090,17383,12598,12362,12841,13991,21407,25065,24786,24539,24167,14840,6457,--,--,
净资产收益率加权(%),16.14,17.46,13.18,3.04,2.78,4.82,5.77,6.08,12.34,12.07,3.8,6.48,12.64,10.58,12.39,14.45,8.93,1.89,2.11,0.98,0,-17.17,--,0,0,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
