报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.05,-0.33,0.12,0.37,0.19,0.48,0.18,0.15,0.39,0.37,0.65,0.47,0.69,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.19,2.14,3.53,3.18,5.49,2.08,1.4,2.14,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.25,0.27,0.9,0.42,0.18,0.83,0.32,0,
主营业务收入(万元),1403262,1225004,1057263,735438,439223,287427,184127,162032,128942,119511,84833,104160,78303,60895,46104,24251,
主营业务利润(万元),148195,137195,160286,152483,97553,64679,43798,37693,25709,25565,20755,20493,14725,11360,7782,4203,
营业利润(万元),38606,-186906,49397,66198,25510,19005,6014,4673,10951,12882,10700,8897,5750,5081,2964,1539,
投资收益(万元),16919,1379,8019,3711,323,10948,1453,-1541,1331,722,217,41,-412,18,-118,-26,
营业外收支净额(万元),137,3613,2925,3392,3208,6225,1296,608,3048,967,1448,309,375,-100,0,0,
利润总额(万元),38744,-183293,52322,69590,28718,25230,7310,5281,13999,13849,12148,9205,6125,5117,2823,1693,
净利润(万元),30761,-185951,42118,57101,22541,17992,5599,4786,11649,11059,9736,7022,4786,3671,2215,1546,
净利润(扣除非经常性损益后)(万元),12442,-196691,30589,52859,20428,9383,3278,4459,8901,9597,8544,6716,4182,3486,1971,1282,
经营活动产生的现金流量净额(万元),87748,-16665,-34032,7580,32951,-10998,4653,5275,7836,8150,13483,6380,1349,4665,1786,279,
现金及现金等价物净增加额(万元),-39118,115166,29233,-7493,58621,-31329,32404,1218,4498,1326,-136,-8098,11901,-114,-617,1662,
总资产(万元),1332257,1417456,1334423,1129125,840003,420141,284342,221473,181850,105509,74860,68856,64358,34219,24540,19240,
流动资产(万元),820819,875760,637820,462919,353525,232190,168551,115526,96488,53884,36724,34638,43696,24068,16759,13346,
总负债(万元),518726,719860,568240,382531,261035,211732,128732,110462,77519,38510,18572,17858,23053,22489,16686,13612,
流动负债(万元),471560,564933,516188,332065,202880,181536,96222,100170,67284,38303,18572,17858,22973,20805,15186,13512,
股东权益不含少数股东权益(万元),813263,688770,759622,737897,572378,200374,151229,106295,101876,64305,53170,47951,41305,11730,7854,5628,
净资产收益率加权(%),3.99,-26.31,5.62,9.11,10.72,11.34,5.17,4.6,16.61,18.84,19.4,15.76,15.51,31.29,32.83,39.94,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
