报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.04,0.04,0.05,0.04,0.06,0.12,0.05,0.05,0.09,0.09,0.13,0.07,0.13,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.47,1.44,1.44,2.9,2.27,2.2,2.17,4.3,4.24,4.15,3.87,3.82,0.48,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.13,0.05,0,0.22,0.25,0.18,1.11,-1.69,0.4,1.06,0.3,0.28,0.04,0,--,
主营业务收入(万元),503916,503292,464654,446360,388777,446242,506183,581049,536903,476320,283939,283381,318125,314563,291572,226238,166065,137026,108254,92826,91751,118145,130514,
主营业务利润(万元),109670,103597,98006,117117,116198,141559,141153,159851,155849,132712,75159,48545,54547,47021,50329,38332,40500,34776,19695,16434,10793,10440,9457,
营业利润(万元),8443,974,11346,7380,11067,30633,14987,13864,24654,8434,33277,4530,11436,11423,12714,3546,10594,17979,12933,15032,8086,12720,10619,
投资收益(万元),-421,5552,16618,10082,10735,1693,32939,201,3908,-1996,37291,4418,165,-1048,-587,7910,5242,-3662,1513,105,0,0,0,
营业外收支净额(万元),427,5385,5826,6530,5059,187,9250,9405,7232,16740,3644,1579,1397,-497,282,-373,259,582,250,368,0,--,--,
利润总额(万元),8871,6359,17171,13910,16127,30820,24237,23268,31886,25174,36920,6109,12833,11251,13226,12313,16795,14929,14695,15505,12189,12430,10573,
净利润(万元),7293,6472,9151,7013,10150,20064,8059,7763,15340,15045,22018,5067,8563,7073,9123,9051,10028,9403,11610,11859,10959,10515,8937,
净利润(扣除非经常性损益后)(万元),-1878,-2876,-8592,1725,3139,6807,-20297,-222,9371,4683,-5513,1864,7620,6459,7913,2125,5531,11414,9760,11168,0,--,--,
经营活动产生的现金流量净额(万元),-1481,14206,18774,10152,-2769,13119,21029,-7213,-22451,7773,45,16411,16691,12156,73135,-55893,13266,34953,9952,9325,5090,0,--,
现金及现金等价物净增加额(万元),45231,-24927,78032,13678,10073,-20274,-20492,2286,20518,-14948,-8794,43735,11669,-4022,-27733,7607,5469,-18905,1373,57362,821,0,--,
总资产(万元),836297,835318,821724,839824,803088,752045,702695,806993,708911,530478,484018,363282,297848,265399,295089,382180,245766,200834,173066,160702,70709,73039,69250,
流动资产(万元),467497,451230,409711,445725,442206,405630,382955,388115,333299,237678,205167,200226,141402,123946,162294,259430,140392,0,0,0,0,42859,41246,
总负债(万元),574091,541265,494272,516590,466723,417384,378605,468085,410407,243538,184952,127225,126963,98818,124435,214908,78671,49162,31785,34046,46019,50039,52448,
流动负债(万元),548812,510508,451135,488547,410198,365941,348963,342864,308206,220910,162100,126743,126219,97995,123239,212566,75943,0,0,0,0,50039,52448,
股东权益不含少数股东权益(万元),246408,264888,271960,266075,268972,262165,244529,246131,245755,240268,240037,220272,149788,145071,143243,141958,139775,129241,127859,126114,24644,23000,16802,
净资产收益率加权(%),2.92,2.39,3.4,2.64,3.83,7.95,3.31,3.17,6.34,6.18,9.58,2.65,5.83,4.89,6.41,6.42,7.25,7.11,8.89,14.76,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
