报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.05,0.51,0.95,1.19,0.8,0.15,0.12,0.15,0.14,0.19,0.24,0.28,0.4,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,1.75,1.7,2.89,2.7,2.56,3.97,4.36,2.51,2.31,1.92,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.15,0.05,0.33,0.27,-0.26,0.19,0.01,0.8,0.64,
主营业务收入(万元),495890,512700,483810,475793,274550,88551,73845,59338,61029,46614,39902,46454,33794,25988,20728,18477,15930,
主营业务利润(万元),157538,145541,184327,220178,122045,23465,21490,18504,15719,11957,11069,12129,9561,7527,5390,5164,4626,
营业利润(万元),5885,63935,101020,110616,63847,3933,4910,3965,4170,2471,3687,4915,4445,3415,1925,2879,2471,
投资收益(万元),-2437,7005,-907,-61,210,2,0,--,--,--,1,26,-3,-1,0,0,0,
营业外收支净额(万元),-696,656,-1598,9125,4175,1913,427,1867,1374,1813,1260,912,--,-40,0,0,0,
利润总额(万元),5189,64591,99422,119741,68022,5845,5337,5833,5544,4284,4947,5827,4596,3439,1884,2834,2416,
净利润(万元),5125,58035,83801,103094,58461,3764,2914,3694,3647,2739,3383,3942,3273,2422,1332,2203,1933,
净利润(扣除非经常性损益后)(万元),-34483,19129,52949,95434,54787,2468,2627,2340,2502,1125,2330,3288,3115,2395,1337,2209,1943,
经营活动产生的现金流量净额(万元),-68319,-155864,-9968,127466,52040,5718,14101,-1948,3758,653,4688,3769,-2128,1313,45,3601,2860,
现金及现金等价物净增加额(万元),33069,-218568,247051,33909,113164,-3979,8803,-3486,-1185,416,-90,773,-2895,10415,-1264,3092,1285,
总资产(万元),2517045,2058700,1709690,1021471,671327,127398,126570,107880,93334,84098,79913,74014,65162,46976,30473,24223,17823,
流动资产(万元),1476100,1239633,1118718,590778,455597,81185,81120,68943,61202,56165,54533,50880,45039,33531,20162,17190,12087,
总负债(万元),1611462,1203702,884178,625470,367122,74824,73338,56634,43621,37314,37262,33809,28773,14575,18521,13669,9035,
流动负债(万元),1139716,868124,621716,431356,274463,73238,68014,54075,43446,37146,37076,33631,28580,11549,18221,13521,9035,
股东权益不含少数股东权益(万元),890403,852606,823041,393571,301606,49503,46670,44276,43180,40659,37955,35980,32866,30086,11275,10393,8640,
净资产收益率加权(%),0.6,6.86,18.27,29.86,27,7.79,6.41,8.44,8.7,6.97,9.15,11.45,10.54,14.82,12.38,23.33,26.02,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
