报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.2,0.12,0.27,0.2,0.04,0.08,-1.69,0.16,0.3,0.55,0.45,0.27,0.7,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,6.24,6.05,4.55,4.17,4.1,3.55,3.08,2.85,2.52,4.08,2.22,1.86,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-1.89,-2.65,0.34,1.34,-2.5,1.14,-0.56,-0.14,0.36,-0.62,0,0.12,0,
主营业务收入(万元),1840402,1933419,1744888,1356550,1097522,887917,1129125,1249683,1166799,829649,637889,762031,717638,460009,287102,237572,138310,100599,74806,43918,44118,
主营业务利润(万元),63862,69341,97275,78415,18628,35123,6700,47672,57094,42509,20612,28683,41707,36110,26027,23234,15356,10130,9058,7395,5753,
营业利润(万元),22138,16319,27512,7201,-10855,-19433,-57234,6479,7239,13762,10093,5435,24637,20486,14088,14221,9228,4959,4762,3934,2801,
投资收益(万元),2365,4920,-10153,-15246,27743,9447,12730,4379,-3357,-2856,3759,11753,2167,-132,0,0,120,7,0,0,0,
营业外收支净额(万元),-41,-1695,172,14493,14723,21417,9299,2340,6202,7835,4020,-130,--,-441,-164,-407,-505,-51,0,0,0,
利润总额(万元),22097,14624,27685,21694,3867,1984,-47935,8820,13441,21597,14113,5305,24573,20203,13788,14187,8843,4989,4618,3879,2803,
净利润(万元),21639,13155,29119,17642,1251,2344,-49866,4853,8804,15273,10320,6125,15876,14111,8669,9689,5835,3362,3013,2591,1851,
净利润(扣除非经常性损益后)(万元),16116,12352,26501,13852,-4946,-6969,-58675,1151,6413,16320,9384,2852,15919,14300,8846,9393,5964,3338,0,0,0,
经营活动产生的现金流量净额(万元),100849,71745,11911,-111959,131137,8770,-100804,15200,-55848,-78330,7827,30687,-57033,26121,-12683,-3084,8285,-7907,782,0,0,
现金及现金等价物净增加额(万元),-28711,1109,-30344,92010,-3705,-13990,-26445,30962,-23353,37247,4646,11018,-13585,7050,-2241,13220,-1909,14028,1301,0,0,
总资产(万元),1086900,1080312,1085826,1128035,743487,877189,806076,737282,685922,574257,345771,317021,312074,230475,198257,151778,110094,96735,49754,44192,0,
流动资产(万元),767856,799903,813801,859705,474300,605589,574351,584218,554560,462677,255532,252285,255169,177989,147989,107403,71552,--,0,0,0,
总负债(万元),740855,750948,759542,818384,599799,733740,664179,544207,499358,393706,241853,221791,218404,149467,127612,86748,52473,44949,31564,--,0,
流动负债(万元),631500,650881,645396,697781,473010,631870,539924,473577,459823,327570,175781,214007,209172,138842,107377,81373,46653,--,0,0,0,
股东权益不含少数股东权益(万元),345708,329074,326152,302236,136626,135867,134225,187724,184203,178517,103918,95230,93670,81008,70274,65029,57621,51786,18191,15178,0,
净资产收益率加权(%),6.41,4.01,9.28,12.16,0.92,1.73,-30.79,2.62,4.86,13.9,10.4,6.33,18.16,18.8,12.92,15.85,10.57,10.19,18.04,19.72,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
