报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.33,0.32,1.14,0.11,0.21,-0.27,0.04,-0.39,-0.71,0.05,-0.82,-1.2,0.08,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,0.06,0.77,0.72,1.54,4.11,4.06,3.91,3.63,2.24,1.75,1.27,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,-0.41,-0.26,-0.24,2.03,0.24,0.38,0.13,0.06,1.2,0,
主营业务收入(万元),67827,59582,61183,66909,72668,37742,42150,30017,25304,35246,17143,16708,26014,26801,30206,29309,19075,14625,8016,
主营业务利润(万元),12178,10778,11738,12917,15076,4261,4083,1798,476,5843,-112,-1304,5869,7388,8725,9232,7031,5781,3565,
营业利润(万元),5365,3665,19989,1884,3039,-3365,-2210,-5242,-7612,418,-6918,-16459,509,1722,2501,2798,2160,2165,1243,
投资收益(万元),--,--,--,--,--,--,17,--,--,--,0,-19,591,-43,-73,6,0,0,0,
营业外收支净额(万元),100,-0,8,193,388,76,2044,-82,1107,-28,-841,-2721,--,-5,-19,21,-0,0,0,
利润总额(万元),5466,3665,19997,2078,3427,-3289,-166,-5324,-6505,390,-7759,-19180,972,1751,2409,2825,2285,2320,1216,
净利润(万元),4856,4720,16726,1538,3020,-2857,465,-4120,-7422,525,-8617,-12647,547,1012,2007,2787,1924,1944,1007,
净利润(扣除非经常性损益后)(万元),2748,2722,-7325,1366,1547,-2933,-1513,-4036,-7932,513,-7809,-10633,-266,1015,2026,2773,0,0,0,
经营活动产生的现金流量净额(万元),-6356,3647,-1049,8208,9127,1678,-3093,-1733,-418,-4297,-2695,-2564,14217,1706,2680,940,222,4796,0,
现金及现金等价物净增加额(万元),-10402,6485,4702,6905,-10138,-2338,-42,1235,2145,-11,715,-405,308,-2605,-8050,10498,-110,1911,0,
总资产(万元),92164,83890,82755,88879,87387,46211,50147,47357,45937,57455,56928,60357,73728,76997,80760,77655,26090,18914,11584,
流动资产(万元),79683,67614,66691,60504,58756,25083,26450,21815,17923,18698,15520,12178,27416,27941,33021,30309,8083,5983,3664,
总负债(万元),33433,28114,31754,58082,57734,51223,51958,52668,46158,49491,49176,42409,41037,45284,51129,50090,17143,11891,6505,
流动负债(万元),32602,27465,30460,56498,56047,50349,51657,52125,46158,49491,45179,32202,30652,30549,43569,28730,12131,6291,2505,
股东权益不含少数股东权益(万元),58730,55776,51001,34245,32705,-2363,488,-3473,642,8064,7539,16118,28765,28407,27395,25388,8947,7023,5079,
净资产收益率加权(%),8.48,8.84,39.24,4.59,9.68,--,--,--,-170,6.55,-72.85,-56.35,1.9,3.63,7.61,12.7,24.1,32.13,22,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
