报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.08,0.05,0.76,0.51,1.03,0.84,1.15,1.3,1.23,0.96,0.58,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.95,1.71,1.28,0.4,
主营业务收入(万元),299700,528253,418717,382174,249373,215076,163849,144397,136255,105663,80012,
主营业务利润(万元),50729,58885,59875,41960,28680,25639,22954,20731,17499,13573,10764,
营业利润(万元),7590,6580,26532,18326,11418,9103,10620,11609,10700,8258,4880,
投资收益(万元),1589,542,376,309,170,2,-50,--,--,--,--,
营业外收支净额(万元),-120,-3,-57,1268,458,470,472,669,101,81,337,
利润总额(万元),7470,6576,26474,19593,11876,9573,11091,12278,10802,8338,5217,
净利润(万元),4643,3152,23109,14155,8833,7082,8409,9452,8957,7023,4110,
净利润(扣除非经常性损益后)(万元),-10788,2107,21581,12903,8185,6476,8077,8931,8859,6947,5473,
经营活动产生的现金流量净额(万元),65051,23460,-18402,39107,31125,-37220,3172,6923,12489,9347,2883,
现金及现金等价物净增加额(万元),18927,-14971,45592,37948,1489,-13008,3206,3986,12262,6778,1416,
总资产(万元),456755,440017,513518,259926,169338,119326,79729,57445,51507,44393,36132,
流动资产(万元),263203,238351,289814,179118,125562,116163,77801,55387,49982,42767,34930,
总负债(万元),141244,106764,184014,107983,76231,36135,28686,14799,16097,18008,15311,
流动负债(万元),140497,106355,181815,95606,54238,36135,28686,14799,16097,18008,15311,
股东权益不含少数股东权益(万元),310629,330728,327718,150847,92793,83095,51014,42605,35342,26385,20821,
净资产收益率加权(%),1.44,0.96,10.34,11.03,10.08,9.04,17.96,24.72,29.02,29.76,22.89,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
