报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.23,0.24,0.2,0.17,0.24,0.08,0.49,0.44,0.67,0.54,0.54,0.66,0.72,1.02,0.82,
每股净资产(元),--,--,--,--,--,--,--,--,8.6,5.23,6.13,7.21,4.36,3.53,3.37,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.42,0.12,0.41,0.69,0.18,1.61,0.22,
主营业务收入(万元),34251,33980,26655,31595,26124,22096,25657,20345,17283,14440,12668,11707,11523,10780,8915,
主营业务利润(万元),11246,8381,8719,9033,8959,5747,8042,6816,6015,4888,4500,4301,4220,3068,2810,
营业利润(万元),6600,5864,5421,3476,3545,728,4391,4315,3731,3128,2430,2164,2219,1391,1095,
投资收益(万元),258,273,232,195,-0,-18,-11,-2,-6,--,--,--,--,--,-62,
营业外收支净额(万元),-27,2,85,1397,576,1033,3602,2882,1867,1442,1068,953,636,1033,772,
利润总额(万元),6572,5866,5506,4873,4121,1760,7993,7197,5599,4570,3498,3117,2855,2424,1868,
净利润(万元),5177,5494,4544,3889,3341,1098,6840,6159,5099,4057,3360,3015,2616,2286,1811,
净利润(扣除非经常性损益后)(万元),4246,3251,3643,3027,2940,459,4445,4035,4419,3302,3163,2838,2656,2006,1747,
经营活动产生的现金流量净额(万元),13996,11707,9962,5648,12271,7566,2022,10403,3641,926,2579,3592,685,5428,481,
现金及现金等价物净增加额(万元),-6157,2605,-5860,-17431,37469,-11041,-14316,-5858,27547,-4200,-3168,15327,248,5135,-1010,
总资产(万元),171114,160427,152788,151653,160707,102284,97726,96488,87409,49387,45026,43546,25967,23547,13813,
流动资产(万元),69278,65550,62744,66237,86493,40543,50903,64122,69433,34670,32326,33512,18340,16588,8427,
总负债(万元),26332,20435,17241,20362,29201,17998,12136,15715,11286,9078,6333,5849,8782,11421,6248,
流动负债(万元),13922,11549,11098,15354,25808,15071,10242,13936,9947,7589,5286,4842,8059,10859,5885,
股东权益不含少数股东权益(万元),139436,135161,131166,128451,127576,80795,82483,78428,74880,39185,38247,37487,17007,11947,7421,
净资产收益率加权(%),3.8,4.15,3.52,3.04,3.72,1.35,8.53,8.03,11.81,10.55,8.98,11.07,18.21,26.58,27.83,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
