报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),-0.79,0.43,0.25,0.19,0.19,0.46,0.64,0.62,0.57,
每股净资产(元),--,--,--,--,--,5.18,4.72,4.29,3.67,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,1.3,0.79,1.48,1.02,
主营业务收入(万元),183061,272515,139627,89456,50644,47690,48041,46467,49804,
主营业务利润(万元),132819,191489,61947,36819,12343,9799,11434,11327,10135,
营业利润(万元),-272448,96934,43388,24745,6386,3876,5842,5753,5272,
投资收益(万元),600,-895,7079,-216,-61,-25,--,--,--,
营业外收支净额(万元),-1256,-21,457,469,160,284,376,247,251,
利润总额(万元),-273704,96913,43844,25215,6547,4160,6218,6000,5523,
净利润(万元),-277968,84207,39393,20500,4848,3618,5118,4946,4566,
净利润(扣除非经常性损益后)(万元),-281525,81603,36052,20074,4637,3670,4814,4547,4030,
经营活动产生的现金流量净额(万元),104142,79974,21723,33752,12819,10313,6288,11739,8140,
现金及现金等价物净增加额(万元),-45554,-7429,-7656,107358,2375,10349,-3783,-2280,-49,
总资产(万元),792665,1283983,1072860,536170,87671,65754,59742,54465,58550,
流动资产(万元),296005,384071,210293,165739,36937,33768,24707,21895,26744,
总负债(万元),423383,607112,118525,35306,22377,24559,22193,20377,29386,
流动负债(万元),192383,325019,90630,27765,21948,24125,11658,18738,15678,
股东权益不含少数股东权益(万元),368838,674358,941967,496097,62697,41195,37549,34088,29164,
净资产收益率加权(%),-53.21,11.09,7.63,6.56,9.06,9.19,14.5,15.64,17.68,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
