报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),1.75,1.2,1.37,1.36,0.63,0.14,0.19,0.21,0.14,0.16,0.14,0.05,-0.9,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.34,2.19,2.13,1.99,1.94,3.17,3.14,3.48,3.43,3.38,3.3,3.27,3.18,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.08,0.01,0.13,0.15,-0.13,0.27,0.15,0.22,0.39,0.27,0.13,0.17,0.02,--,--,--,
主营业务收入(万元),125602,102788,91563,79681,138276,166804,140222,122139,107904,111073,110962,99107,82324,86184,69648,18266,7508,7449,7466,8312,8297,7811,4987,2314,
主营业务利润(万元),103442,80885,66032,59782,43751,33175,27314,23702,18913,18763,18496,14737,9947,22012,11640,8269,5727,6041,6500,6926,6694,6696,3961,1648,
营业利润(万元),35122,24405,21348,18979,10665,2564,866,954,596,1234,764,-416,-13736,-1287,-4751,194,-442,739,1744,3440,3232,3050,1944,584,
投资收益(万元),-270,-153,312,233,2996,157,210,428,8,169,398,269,211,-75,-83,-191,916,72,119,-81,0,0,0,0,
营业外收支净额(万元),144,38,4812,3224,-32,87,2144,2251,1747,1763,1481,987,--,0,-1,-13,-28,-11,-57,236,122,0,0,0,
利润总额(万元),35267,24444,26160,22203,10633,2651,3010,3205,2342,2997,2245,570,-12944,275,-4263,606,569,1014,1824,3595,3738,3193,1988,560,
净利润(万元),31232,21561,22965,19829,9164,2098,2715,3053,2051,2356,1909,649,-12527,308,-4132,608,577,1020,1830,3572,3307,3193,1988,560,
净利润(扣除非经常性损益后)(万元),30478,15293,16143,16746,6494,1919,2206,2276,1954,2246,849,426,-12242,953,-3351,-203,-999,975,1598,3346,3109,--,--,--,
经营活动产生的现金流量净额(万元),48959,28922,9146,25020,13393,-14140,27922,5620,1209,190,1788,2146,-1830,3363,1892,2690,4721,3285,1547,2056,225,--,--,--,
现金及现金等价物净增加额(万元),11806,21393,-7299,-10078,5209,-15454,24784,3358,5779,-2429,5078,-2112,3248,-3768,4329,-1002,1785,-2845,3024,-9796,15893,--,--,--,
总资产(万元),276723,253205,233004,229068,70633,104644,113746,84515,78786,73547,74370,82966,83196,86690,82062,77725,75436,73308,60833,52836,43644,17266,11966,4718,
流动资产(万元),134103,108763,81212,64153,48402,81056,91444,61796,54503,51565,53151,51308,40535,49181,42151,32138,31363,--,0,0,0,8616,3211,2284,
总负债(万元),32044,27489,28464,163249,22043,63226,73826,45972,43293,41128,44370,55051,55768,47056,42737,34174,32982,31423,20182,12601,4673,7168,3432,2928,
流动负债(万元),30985,26127,26426,160472,19222,60534,71371,44149,41656,39547,42962,53783,55042,46313,42034,33521,32329,--,0,0,0,4252,830,2928,
股东权益不含少数股东权益(万元),243706,225248,204320,66063,48945,40435,38860,37164,33997,31945,29478,27569,26921,38798,38490,42623,42015,41437,40417,40104,38971,10098,8534,1790,
净资产收益率加权(%),13.49,10.07,14.62,34.64,20.58,5.13,7.18,8.58,6.22,7.66,6.69,2.38,-37.75,0.8,-10.19,1.44,1.38,0,4.56,8.53,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
