报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.17,0.04,0.02,-0.33,0.09,0.23,0.27,0.81,0.63,0.83,0.74,0.64,1.04,0.59,0.49,0.45,
每股净资产(元),--,--,--,--,--,--,--,4.4,3.68,6.3,5.51,3.45,5.6,2.51,2.51,2.01,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.01,1.02,0.61,0.9,0.74,0.79,0.4,0.7,
主营业务收入(万元),327255,310955,260115,200822,224151,227455,201788,225355,202785,125775,109185,93794,46846,34490,30795,29300,
主营业务利润(万元),198638,185960,153631,99393,127239,129505,124403,136849,116847,66502,54719,44974,21513,13165,10933,10007,
营业利润(万元),27566,12271,4196,-40018,16623,16181,21855,48663,42258,28266,21137,16716,10421,5546,3899,3774,
投资收益(万元),2277,365,227,-113,1864,1,--,11,--,--,--,--,224,208,114,--,
营业外收支净额(万元),645,586,-531,1838,998,4350,1579,857,1044,1099,972,-126,-326,-159,120,-2,
利润总额(万元),28211,12858,3666,-38179,17621,20531,23434,49521,43301,29365,22108,16590,10096,5388,4020,3772,
净利润(万元),21009,5184,2593,-38670,10002,13406,16074,47765,36832,24286,18498,12290,8293,4216,2960,2683,
净利润(扣除非经常性损益后)(万元),10717,-1685,461,-43282,2147,2119,4281,40447,35306,23361,17744,12410,8003,4358,--,--,
经营活动产生的现金流量净额(万元),39594,34824,45146,27763,30759,38258,-4453,47676,-711,30032,17584,17206,7145,5697,2424,4201,
现金及现金等价物净增加额(万元),14818,-2253,4898,262,1993,-17513,-13787,-4579,6563,-43740,76944,-11969,18299,4071,1780,3836,
总资产(万元),441737,419595,425610,416167,453369,434900,458642,476954,408619,257867,199088,122738,77712,29862,25630,23126,
流动资产(万元),211962,177477,170275,173274,204918,216757,234553,247925,257628,168607,147033,67902,59044,26185,22220,19281,
总负债(万元),152558,140431,172919,176314,173642,162245,196113,213439,190017,71417,39479,56446,23987,11761,10552,11086,
流动负债(万元),141206,130137,166131,139787,132691,88843,116586,105807,91331,58327,38165,55158,23987,11761,10552,11086,
股东权益不含少数股东权益(万元),281894,272902,246539,239900,279727,272655,262179,263484,216379,185003,159610,66292,53726,18101,15077,12040,
净资产收益率加权(%),8.07,2.03,1.06,-14.9,3.63,5.02,6.04,20.08,18.42,14.14,25.35,20.75,27.07,25.57,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
