报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.92,0.78,0.56,0.29,0.6,0.14,0.08,0.7,1.69,1.88,1.86,1.86,1.51,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.82,4.38,5,6.25,5.84,5.03,4.52,2.66,1.99,1.75,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-3.15,1.98,1.94,25.4,9.87,5.24,0.26,2.14,3.53,0,0,
主营业务收入(万元),2437439,2150142,1955369,1900693,2259623,2286477,2073157,2123741,2509800,2393305,1800514,1409240,1237093,725433,411332,263736,183547,106586,78148,
主营业务利润(万元),403257,391541,321219,225641,235451,231065,260528,307792,351020,316351,215196,175632,122578,72066,40702,33191,23455,16696,13824,
营业利润(万元),175425,169840,101591,55719,76450,15643,20643,100070,183366,175678,103799,77580,56234,25221,15551,13559,8535,5478,4453,
投资收益(万元),-2237,-12345,4701,-1789,1521,556,1016,952,2488,6718,-5994,579,-472,-489,6,8,9,102,12,
营业外收支净额(万元),4961,166,19075,9868,5460,7714,10623,3698,5915,4668,3782,--,--,-103,382,-110,-244,0,0,
利润总额(万元),180386,170006,120666,65587,81910,23357,31266,103768,189282,180347,107581,64371,59802,26387,16778,13457,8301,5490,4426,
净利润(万元),159196,136752,97692,51138,66428,14834,8935,76305,153780,142561,74397,31171,25431,13185,9207,7396,4759,3915,3430,
净利润(扣除非经常性损益后)(万元),148676,132547,66196,29056,48518,9733,-2538,73091,151414,133208,76462,44104,22634,11714,8309,0,0,0,0,
经营活动产生的现金流量净额(万元),25083,-161961,-195952,239986,196522,139901,-18251,114093,-287085,150024,81889,426650,165840,87974,4363,23490,38797,0,0,
现金及现金等价物净增加额(万元),15666,-290897,-141086,131764,197227,158740,-17553,42352,-349190,106078,-26186,377350,73280,159466,44008,20214,27955,0,0,
总资产(万元),3290698,3104129,2971478,2779972,2853513,2510173,2367452,2132075,1902836,1779562,1691863,1894987,978555,798344,450601,242854,155255,98527,72824,
流动资产(万元),2184576,2129652,2235448,2200255,2326023,2140909,2043426,1870944,1677743,1566381,1500748,1741486,873462,712933,418939,222544,132830,81379,59076,
总负债(万元),2226302,2189628,2176976,2057966,2174094,2060468,1925357,1665482,1452671,1431452,1471459,1735509,830328,683580,364689,206710,128186,76347,57341,
流动负债(万元),1887307,1793111,1899663,1858878,2001080,1883932,1787762,1596190,1398484,1399295,1434035,1707045,826732,680989,364463,206452,127967,76009,54928,
股东权益不含少数股东权益(万元),1018451,870543,756177,685384,644583,444252,427252,455318,438959,332357,210708,105002,98167,84493,75882,29239,21843,19251,15245,
净资产收益率加权(%),16.82,17,13.47,7.73,12.97,3.41,1.95,15.9,38.66,51.95,43.49,28.97,28.23,16.44,15.47,28.96,22.38,22.76,25.35,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
