报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.17,0.21,0.19,0.35,0.2,0.34,0.28,0.37,0.67,0.39,0.87,0.73,0.52,0.34,
每股净资产(元),--,--,--,--,--,--,--,4.58,7.4,6.93,3.63,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.33,0.76,0.24,0.76,0.78,0.75,0.43,
主营业务收入(万元),242099,255058,221528,177659,146222,134777,99343,112412,92226,56630,56054,48306,38310,34365,
主营业务利润(万元),56809,60572,54072,45203,33572,36483,28635,31031,29376,19851,22041,18756,14486,11895,
营业利润(万元),10765,12255,9253,7829,3309,8430,6768,9423,10524,5975,8481,7096,5451,3825,
投资收益(万元),1150,92,100,170,-1,--,--,--,--,--,0,--,--,--,
营业外收支净额(万元),821,150,360,2048,2106,673,782,682,242,335,145,226,--,-10,
利润总额(万元),11586,12405,9613,9876,5415,9103,7551,10105,10766,6310,8626,7322,5454,3815,
净利润(万元),8238,10231,7219,7646,4280,7363,6145,8015,8623,4967,6999,5849,4155,2708,
净利润(扣除非经常性损益后)(万元),6733,10110,6588,7058,3566,7139,5655,7492,8422,4692,6892,5678,--,--,
经营活动产生的现金流量净额(万元),20636,-2291,8738,6132,3511,696,10455,7105,9819,3131,6077,6276,6038,3416,
现金及现金等价物净增加额(万元),-18586,24476,-5221,10194,-9420,-19648,-5915,-2411,655,45687,765,3795,2237,560,
总资产(万元),338170,357010,291828,234753,193226,171266,145398,148876,138454,112869,52575,46090,39293,39867,
流动资产(万元),216230,258293,202936,162073,135968,121741,112784,125539,120592,101578,45149,38831,32165,32481,
总负债(万元),141247,174298,162020,111311,77280,58545,41213,46909,40644,21876,21778,17772,14630,17384,
流动负债(万元),139763,154238,141960,111311,77195,58347,39791,46767,39582,21572,21378,17311,14077,16811,
股东权益不含少数股东权益(万元),177529,174598,121723,115604,108926,107920,101866,99892,95073,89017,29036,26837,23326,21171,
净资产收益率加权(%),4.63,6.37,6.14,6.81,3.96,7.03,6.09,8.28,9.37,5.93,26.18,24.26,18.68,13.5,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
