报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.04,0.2,0.49,0.37,0.38,0.52,0.75,0.65,0.48,1.11,1.41,0.69,0.85,7.21,
每股净资产(元),--,--,--,--,--,--,--,--,4.2,5.48,7.73,2.44,1.65,10.48,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0,1.41,2.05,0.75,1.36,7.88,
主营业务收入(万元),664985,753364,821155,626992,471055,330817,256303,187803,165635,127200,73829,51124,52273,34433,
主营业务利润(万元),80473,157919,211836,163095,126493,93412,77157,54804,55822,51296,31744,17784,20749,14847,
营业利润(万元),24197,72963,147108,110005,74755,55911,46995,29995,27249,31465,19189,11439,12398,8860,
投资收益(万元),1430,2893,3050,1842,514,206,147,360,334,198,0,0,0,--,
营业外收支净额(万元),2921,1929,2002,1401,699,389,726,456,229,1666,13,--,--,253,
利润总额(万元),27117,74892,149109,111405,75455,56300,47720,30451,27478,33131,19202,11203,12483,9113,
净利润(万元),8194,41572,100388,74722,50939,39434,31829,21129,15732,24177,15083,6637,8068,7205,
净利润(扣除非经常性损益后)(万元),3741,36875,96267,71484,50255,38992,30504,20766,15532,22889,15083,6864,7563,6322,
经营活动产生的现金流量净额(万元),157443,96749,-302587,229431,45060,-92186,46327,22534,102,30634,26217,7198,12913,7880,
现金及现金等价物净增加额(万元),-3947,-3406,-81595,39138,208195,-16937,-5518,11607,-12598,5453,79039,4650,-375,4557,
总资产(万元),1166679,1322023,1363349,778415,739802,411595,249764,233810,175624,159658,120646,36382,30827,21525,
流动资产(万元),885327,1038639,1111741,614632,621543,327218,183748,185893,134884,119862,104369,22355,16066,19881,
总负债(万元),624399,780321,844483,351625,375388,202842,72454,82729,36591,38002,21718,12508,13413,10874,
流动负债(万元),575820,763732,844483,351567,370904,198358,72454,82729,36591,38002,21718,9596,10254,10874,
股东权益不含少数股东权益(万元),531513,529983,506844,418874,354987,202615,170886,148674,137232,119264,98927,23377,15669,10481,
净资产收益率加权(%),1.55,8.03,21.85,19.47,17.67,21.13,20.13,14.85,12.54,22.29,29.39,34.95,67.33,90.36,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
