报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.25,0.23,0.21,0.2,0.13,0.18,0.2,0.06,0.16,0.11,0.11,0.16,0.34,0.34,0.25,
每股净资产(元),--,--,--,--,--,--,--,--,2.95,3.07,3,2.95,1.62,1.68,1.32,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.09,0.36,0.21,0.05,0.12,0.43,0.18,
主营业务收入(万元),246084,236337,218336,127919,150487,203603,201266,154778,191067,134355,56926,54399,56746,53613,50141,
主营业务利润(万元),57147,55179,49572,32583,26534,28912,27131,13397,17254,13678,9738,10238,13979,13711,11698,
营业利润(万元),14333,13970,11943,9085,4876,5090,3321,1762,3701,2359,1634,3155,5697,6147,4433,
投资收益(万元),2210,2320,21,--,15,-61,-312,-0,-189,-66,-24,1,0,--,--,
营业外收支净额(万元),720,519,1184,1141,1857,3929,4220,250,202,242,598,--,438,-127,-79,
利润总额(万元),15053,14489,13127,10227,6734,9020,7541,2012,3902,2601,2232,3257,6135,6020,4354,
净利润(万元),13660,12368,10848,8397,5486,7289,4852,1212,3249,2164,2112,2785,4995,5017,3651,
净利润(扣除非经常性损益后)(万元),10009,8697,5211,7480,3989,4034,1366,1026,3090,1961,1629,2717,4591,5072,3698,
经营活动产生的现金流量净额(万元),37895,13351,20553,7263,8478,15706,51,2272,1712,7182,4219,901,1724,6398,2651,
现金及现金等价物净增加额(万元),40324,-47639,35143,4579,666,-1139,177,-1480,-9215,203,-4503,19701,-3545,1378,3646,
总资产(万元),392005,362009,348089,164860,159117,165375,167870,73588,72884,76488,67720,64257,45829,41004,32201,
流动资产(万元),258469,228251,210162,92133,83159,87057,93975,37904,39747,46551,46317,47199,29860,27506,24690,
总负债(万元),118676,98892,98617,37205,39280,49110,59515,14641,14286,15691,8228,5757,21850,16016,12625,
流动负债(万元),110725,94251,89254,31817,33130,42614,50291,13738,13450,14807,7374,5189,21020,15979,12530,
股东权益不含少数股东权益(万元),251305,240798,225118,122816,115134,110967,103564,58392,58426,60688,59411,58409,23891,24603,19296,
净资产收益率加权(%),5.55,5.37,5.77,7.06,4.85,6.8,4.92,2.07,5.46,3.6,3.59,6.34,21.47,23.01,20.8,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
