报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.18,0.12,0.03,0.02,0.01,0.06,0.06,0.16,0.23,0.26,0.17,1.12,1.41,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.17,4.16,4.11,5.11,1.39,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.09,0.27,0.04,1.06,1.41,--,--,--,
主营业务收入(万元),915148,877844,1020605,1016500,955305,852637,861601,857388,733329,706286,458637,596055,583713,503547,675925,352839,
主营业务利润(万元),134530,119103,48987,29886,37418,65655,64979,91262,112487,121196,80230,354881,386933,332823,519166,237292,
营业利润(万元),79879,63753,14618,5741,-1036,18804,27264,57204,86669,99674,67948,332507,353141,304380,485435,219938,
投资收益(万元),-1805,3904,6007,1931,2493,2579,1671,1704,--,--,0,--,--,1396,104,94,
营业外收支净额(万元),-1344,-3139,-1181,2325,4834,8218,890,6069,-1031,541,183,-635,--,-2190,-963,92,
利润总额(万元),78535,60615,13436,8066,3798,27022,28154,63274,85638,100215,68131,331872,353161,302191,484472,220030,
净利润(万元),56893,38136,10727,5390,3399,19222,17802,52195,73613,83562,54948,280838,302794,255082,411512,185288,
净利润(扣除非经常性损益后)(万元),54860,34957,5072,2152,-2478,10384,15226,45173,74546,83202,54778,281772,304995,257000,412316,185184,
经营活动产生的现金流量净额(万元),146478,40199,39116,-8374,15603,9837,33334,110827,27745,88692,11780,265071,303990,--,--,--,
现金及现金等价物净增加额(万元),78882,73307,-141012,3258,-75176,-42004,-98918,-39778,-90749,-59831,-234690,835577,-120827,--,--,--,
总资产(万元),1529203,1558330,1592215,1587433,1633469,1617076,1549551,1478099,1485984,1437473,1407236,1468196,544594,485883,--,--,
流动资产(万元),520595,577492,611239,581730,654131,715044,737309,855888,926130,933354,966507,1087160,247534,334948,--,--,
总负债(万元),174863,222300,291564,287849,324857,272938,213658,110213,116163,77673,66331,83238,242148,178767,--,--,
流动负债(万元),106842,109864,122656,149025,246624,168396,107171,40112,86104,58721,48256,66027,140059,143821,--,--,
股东权益不含少数股东权益(万元),1313183,1302595,1275266,1272685,1282412,1316668,1309475,1342363,1345370,1341171,1327600,1372902,298033,292716,--,--,
净资产收益率加权(%),4.33,2.96,0.84,0.42,0.26,1.47,1.35,3.9,5.48,6.26,4.11,28.86,89.99,74.52,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
