报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.01,-0.01,0.19,-0.07,0.11,-0.04,-0.01,0.08,0.05,0.06,-0.63,-0.27,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,-0.18,-0.48,-0.53,0.08,0.32,0.86,1.63,2.71,3.71,2.31,2.09,2.01,1.82,1.84,1.98,2.04,1.95,1.88,2.01,1.64,1,1.01,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0,-0.05,-0.01,0.27,0.06,-0.08,-1.41,-1.43,0.01,-0.19,0.45,0.94,0.09,-0.05,--,--,--,--,--,--,--,--,
主营业务收入(万元),119008,100391,47009,26296,19017,59700,22241,21786,30924,32338,30258,56884,49078,87454,94423,158228,195537,98302,31963,18117,17688,20560,15997,10635,13082,10064,11249,6913,5058,4905,
主营业务利润(万元),1256,917,39,503,1368,1777,3760,3333,7343,8381,8327,6103,6523,2583,4308,15549,22668,15338,8415,4414,3191,3921,522,184,828,639,1316,1233,365,743,
营业利润(万元),192,-260,5468,-3096,-2327,-1423,-512,693,-5913,1972,-12199,-7156,3363,-20019,-26830,-12897,3891,3998,3437,2305,1391,1832,1480,1845,931,0,1439,643,0,0,
投资收益(万元),--,--,12080,--,--,1363,2073,5231,29,7934,150,244,686,-2588,-271,2271,-74,236,184,224,42,25,807,326,357,539,168,213,0,0,
营业外收支净额(万元),245,--,548,549,7555,40,227,1864,8016,585,-7336,-1927,--,1815,-3217,666,159,-100,-1949,259,55,0,0,0,0,-160,0,--,--,--,
利润总额(万元),437,-260,6016,-2546,5229,-1383,-284,2557,2103,2557,-19535,-9083,2419,-20716,-30183,-9751,4109,5093,2983,2788,1513,2764,2292,2100,1274,1452,1395,731,211,703,
净利润(万元),445,-253,6232,-2380,3499,-1257,-314,2625,1647,2117,-20773,-9019,2547,-12347,-25311,1320,3353,3328,3012,2144,1305,2237,1939,1739,1152,1218,1139,696,198,177,
净利润(扣除非经常性损益后)(万元),200,-253,-3412,-3092,-2240,-2903,-2800,-5857,-4742,-5729,-14038,-6906,-8561,-13083,-25409,-1509,3143,2725,4393,1751,1279,--,--,--,--,--,0,--,--,--,
经营活动产生的现金流量净额(万元),3151,-2312,-14457,-5782,9718,-781,-1736,-1642,63,-1490,-457,8959,1877,-2106,-35650,-19110,244,-2872,6786,14199,1016,-619,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),2507,-2495,2321,-6655,9059,-168,438,-4642,2856,126,1615,-360,-748,-7001,-36017,-21778,42031,1160,15579,6253,499,971,--,--,--,--,--,--,--,--,
总资产(万元),17357,17261,18964,19282,26768,19522,22778,23442,37210,39526,49556,78424,90581,100855,138571,163672,160204,89966,65818,46781,32325,34270,29441,25765,24995,19082,14599,8528,5944,5294,
流动资产(万元),17345,17242,18941,14779,22546,14936,15979,15779,24880,26573,24531,25179,39002,73767,102386,133307,130265,--,0,0,0,19507,18679,15139,17497,11789,7898,5214,3814,3137,
总负债(万元),10813,11153,12596,19468,24407,20658,21535,20999,36578,49407,62417,73066,78358,77057,93130,89874,84755,46947,30077,15395,10488,12191,9613,8241,9735,7264,4015,2623,3599,2924,
流动负债(万元),10585,10678,12121,9332,22147,19948,20941,19964,26288,37056,62367,62066,70021,77019,93069,89865,84675,--,0,0,0,9793,9508,8157,9627,7114,2858,1595,2048,1651,
股东权益不含少数股东权益(万元),6072,5628,5881,-1315,1065,-2434,104,517,-5822,-15930,-17581,2532,10579,21811,41212,68431,66978,34869,31541,30451,21162,21449,19195,17233,14963,11519,10298,5906,2345,2370,
净资产收益率加权(%),7.6,-4.39,346,--,--,--,-0.87,0,--,--,--,-124.21,15.82,-35.24,-45.38,2.7,8.11,10.02,9.9,7.45,0,11.01,--,0,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
