报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,
基本每股收益(元),0.17,0.16,0.35,0.38,0.3,0.42,0.74,0.13,0.57,0.7,0.68,0.35,0.41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.33,3.07,4.34,3.67,3.37,2.59,2.44,3.44,3.12,2.82,2.73,2.71,2.58,2.85,2.83,2.78,2.95,3.7,4.13,2.58,1.18,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.81,1.14,1.36,0.83,0.93,0.79,0.91,0.85,0.63,0.48,0.54,0.48,0.46,0.31,--,--,--,--,--,--,--,
主营业务收入(万元),1047203,1060996,1087940,897408,743089,704450,773380,699436,827073,774394,527910,427338,418796,295160,230202,188196,132982,105540,104100,111643,97766,75411,72963,72511,71668,67156,46218,21095,11125,
主营业务利润(万元),261308,234906,253852,230871,156753,168812,218464,159168,254897,279368,183839,127375,126657,93887,73568,62621,47892,40451,37623,41540,27204,24929,11740,14630,12697,18020,18927,8202,3248,
营业利润(万元),66372,53228,98070,86493,61693,89626,187061,34647,150158,183311,107279,46551,64298,44124,41099,39576,23545,18244,15570,17042,-17371,1006,12048,14996,14856,18447,19038,8203,3566,
投资收益(万元),--,--,43,-27919,28804,32844,92738,7167,632,5410,1908,4356,2793,-61,188,128,165,-261,29,-334,-540,-135,265,994,107,150,36,0,0,
营业外收支净额(万元),-161,1232,1561,9117,11672,8732,6457,11210,13640,3224,-8373,3653,-852,-240,-971,240,-492,996,-349,1091,1725,0,0,0,0,0,16,--,--,
利润总额(万元),66211,54460,99631,95611,73365,98358,193518,45857,163798,186535,98906,50204,63447,44448,40568,39945,23487,19020,15574,17793,-16192,4163,14187,19492,17620,21018,19090,8138,3513,
净利润(万元),53643,45297,82539,79772,62475,87365,153593,27475,117823,145521,83194,42008,43148,33211,31641,33902,20391,16331,15130,16423,-16970,1574,10317,15304,13467,16108,14164,6070,2550,
净利润(扣除非经常性损益后)(万元),37439,36758,74537,77695,29968,43889,60597,11610,106758,138614,88193,35030,41259,32823,30476,33014,19837,15290,15241,15429,1713,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),237904,213038,246345,224085,109283,140626,169887,172580,168853,236631,167024,103021,110232,80667,92361,57572,42560,32618,36458,32329,31190,21044,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-39329,-23463,187519,982,41791,-11961,-17129,-18668,-2580,2460,24069,-86468,77914,25270,-7969,9359,3399,-230,-3959,3937,-6306,-9906,--,--,--,--,--,--,--,
总资产(万元),1820124,1911423,1953500,1697924,1548960,1511681,1507887,1433581,1528139,1246962,1091335,1037606,845298,677224,552332,474061,351607,298533,269896,282484,286559,329779,319646,285022,226471,134738,109326,41598,39243,
流动资产(万元),473335,492811,493559,247779,218019,135277,232289,171889,293562,207041,169374,180001,213378,128711,94675,97491,78989,0,0,0,0,116755,119072,135035,134057,90211,79629,17319,29086,
总负债(万元),833538,966480,1075538,884662,761221,646336,667795,706761,797546,571040,530228,556304,416737,383151,280758,228343,131298,100147,81816,93471,106307,130644,121958,145466,122693,34940,24229,11767,23469,
流动负债(万元),638379,619525,745585,695522,501908,559260,391735,405046,452112,279997,431435,436904,359900,306947,189359,172128,114965,0,0,0,0,127539,100707,89993,66251,31994,21621,11767,6654,
股东权益不含少数股东权益(万元),949559,910315,845859,781234,787431,834856,804789,681621,691112,638487,531552,454461,400701,262834,247593,232881,211181,190783,184651,183169,174823,192908,191290,133025,97253,93145,79904,27785,10163,
净资产收益率加权(%),5.77,5.16,10.15,10.32,7.7,10.61,20.52,4.04,17.94,25.04,16.86,9.77,14.5,11.45,13.33,15.27,9.9,8.47,8.14,8.97,-9.26,0.82,0,0,0,0,--,--,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
