报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.04,0.13,0.23,0.32,0.71,1.23,0.95,0.78,0.62,0.5,0.35,0.39,0.55,
每股净资产(元),--,--,--,--,--,--,--,--,4.41,3.88,0,--,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.39,-0.54,1.64,0.74,-0.16,
主营业务收入(万元),1262894,1548157,1983354,1873646,1774803,1355444,1199216,1025422,762679,547932,415920,363430,262334,
主营业务利润(万元),269162,336097,312591,289446,284598,238918,176817,126143,100441,69154,45572,50329,33648,
营业利润(万元),13482,62373,91390,99159,128444,102991,80529,61650,53946,38345,23848,23187,19548,
投资收益(万元),1812,1653,915,406,-128,135,743,--,--,--,0,--,14,
营业外收支净额(万元),378,713,1825,6186,2495,2033,995,377,725,668,482,79,--,
利润总额(万元),13861,63086,93215,105344,130939,105024,81524,62027,54671,39013,24329,23266,19732,
净利润(万元),12103,42144,71550,101695,111205,86639,66394,54694,43646,31367,21294,23582,19713,
净利润(扣除非经常性损益后)(万元),6359,36219,65959,97129,109390,84962,65577,54383,43072,31011,20862,23504,19528,
经营活动产生的现金流量净额(万元),-95575,-153760,149022,946,225453,18325,115248,45845,-27047,-37833,99259,29556,-3193,
现金及现金等价物净增加额(万元),-141675,-50798,126790,-23540,16066,87850,46613,-91057,-23599,76567,60335,166,614,
总资产(万元),2253432,2260957,1967104,1497911,1174595,1101129,869995,680643,549358,435760,304047,170868,160095,
流动资产(万元),1310150,1447251,1163960,741943,579524,598981,444519,396782,431199,355914,223812,99161,112477,
总负债(万元),1000042,1011004,792246,530529,362243,402121,454963,320439,234310,163828,203797,87911,100583,
流动负债(万元),924501,892776,647492,426541,317027,319955,323458,214265,181456,162818,188641,78036,93583,
股东权益不含少数股东权益(万元),1055657,1045531,941229,895780,803374,688821,408455,352771,308578,271932,100250,82957,59391,
净资产收益率加权(%),1.15,4.44,7.81,12.03,15.08,18.7,17.56,16.67,15.13,19.28,23.25,33.13,41.98,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
