报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),-0.07,0.01,0.06,-0.28,0.07,-0.39,0.04,0.15,0.01,-0.28,0.03,0.03,0.03,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.59,2.23,2.52,2.5,2.47,2.39,2.72,2.7,2.67,2.79,2.69,1.9,1.94,2.85,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.7,-0.56,0.62,0.24,0.08,-0.37,0.09,0.3,0.11,0.21,0.16,0.58,-0.18,-0.17,--,--,--,
主营业务收入(万元),26576,55209,124794,278505,107665,134317,176390,184181,167699,161811,152567,147429,103082,84775,71078,64443,46713,36690,37315,33653,23670,21756,20745,17995,15916,
主营业务利润(万元),-129,4198,8073,13133,9797,7471,20277,18219,17314,12978,13981,15798,9139,7180,9727,9040,5714,8239,9094,8449,6466,4854,2815,2337,2066,
营业利润(万元),-5765,958,1296,-107750,1292,-12680,-1921,3113,-387,-8353,-3211,-528,-556,-4489,-667,-60,-3575,2410,4533,5346,4773,2981,2875,2384,2156,
投资收益(万元),3681,4213,7101,4247,14566,8634,171,3591,734,7,50,-59,2157,-224,528,223,813,55,1079,947,0,4,0,0,0,
营业外收支净额(万元),178,236,2939,89513,3573,1365,3380,1543,1415,3081,4008,1155,--,444,-34,-182,-485,95,34,343,183,0,0,0,0,
利润总额(万元),-5587,1195,4234,-18237,4866,-11315,1459,4656,1029,-5272,797,627,638,-3686,451,616,-2739,2958,6013,6881,5055,4005,2885,2469,2188,
净利润(万元),-4495,940,3823,-19202,4609,-10796,1107,4230,197,-5386,494,563,524,-3687,373,582,-2759,2556,5024,5024,4366,4005,2885,2469,2188,
净利润(扣除非经常性损益后)(万元),-4426,662,-5694,-19699,-6131,-20590,-2001,668,-1309,-5771,158,-211,-2228,-4699,-36,-215,-3010,1896,3897,4780,4268,--,--,--,--,
经营活动产生的现金流量净额(万元),-4780,-18031,11570,-19105,-23480,-24190,599,10011,-19162,-10893,11939,4716,1621,-7091,2146,7562,2838,5331,4064,13417,-3853,-2313,--,--,--,
现金及现金等价物净增加额(万元),10859,-2265,-9857,9165,-732,-1415,-6538,-5849,12538,-8462,10300,1588,871,-1512,-2402,-920,3654,-11745,6694,6907,-4583,5015,--,--,--,
总资产(万元),224772,218070,229904,334594,392265,240079,256136,253828,199786,180739,158845,146998,132310,121225,141688,138481,132918,123895,111789,77859,63563,51034,26603,24115,21160,
流动资产(万元),76840,123498,153937,153519,120745,112723,154339,170692,120622,103552,88700,76985,66825,58822,62317,60490,65828,--,0,0,0,32596,20574,18482,15492,
总负债(万元),132261,118750,127883,244328,289044,147647,147409,144983,95218,131295,108975,97274,83484,73270,71872,69068,63887,53467,43357,33891,22036,12992,15273,12913,10566,
流动负债(万元),68640,118688,127813,154988,169191,143083,134456,129873,78668,110182,101780,90401,78335,71247,64842,69004,57856,--,0,0,0,11192,12573,11343,8636,
股东权益不含少数股东权益(万元),89955,87073,86282,79675,96341,92078,103697,102650,98330,43335,48945,48563,48003,46399,68262,67880,67282,70029,67470,43586,41522,38042,11329,11203,10594,
净资产收益率加权(%),-5.02,1.08,4.6,-21.89,4.89,-11.07,1.07,4.21,0.28,-11.64,1.01,1.17,1.09,-7.19,0.55,0.86,-4.02,3.72,8.13,11.39,0,13.7,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
