报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.28,0.45,0.7,0.3,0.44,0.55,0.38,0.56,0.92,0.8,0.81,0.25,0.78,
每股净资产(元),--,--,--,--,--,--,--,--,5.56,7.04,2.72,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.92,0.52,0.56,-0.33,0.67,
主营业务收入(万元),616426,675140,646501,486238,481614,488881,410024,421039,461270,357450,273317,175563,197129,
主营业务利润(万元),149558,178773,182078,108247,118588,88124,63144,85705,118901,75825,58964,32914,42383,
营业利润(万元),61329,97603,110264,45900,59937,48732,29537,49928,85635,46153,30303,10672,35852,
投资收益(万元),2248,4493,2557,8078,1351,4137,6163,5893,3522,2969,3744,30,8572,
营业外收支净额(万元),-544,524,223,-91,-3887,-563,2669,-695,182,151,5597,-23,1272,
利润总额(万元),60785,98127,110487,45809,56050,48169,32206,49233,85818,46304,35901,10649,37124,
净利润(万元),43856,70180,82576,35881,43100,36167,25266,36644,60881,33728,26675,8174,25883,
净利润(扣除非经常性损益后)(万元),41991,68288,81763,32456,45613,35833,21690,36774,60715,33340,22027,8010,20317,
经营活动产生的现金流量净额(万元),67225,107810,125771,86231,74263,103494,16040,80093,60634,22758,18354,-10744,22127,
现金及现金等价物净增加额(万元),-817,21378,26695,10514,-9711,9008,-39901,38125,16175,-15491,-1384,7488,7947,
总资产(万元),1107358,1065955,791426,718134,732712,704093,641186,558186,452356,414032,371019,362976,246304,
流动资产(万元),268205,238462,199659,142618,139996,159398,167536,219893,164619,130565,94447,74540,57533,
总负债(万元),466099,446198,212936,213440,249388,251257,219739,155222,72869,94851,281124,296720,171374,
流动负债(万元),333636,268649,130455,181395,150745,126603,140912,81693,68751,90082,224369,263935,153874,
股东权益不含少数股东权益(万元),634242,613272,571115,498174,475444,441939,405913,390507,367231,309665,82983,57916,66834,
净资产收益率加权(%),7.07,11.94,15.5,7.41,9.43,8.46,6.37,9.27,18.08,12.97,38.18,14.23,38.99,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
