报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.02,0.06,-0.7,-2.08,0.03,0.1,0.25,0.69,0.11,0.16,0.08,-0.78,0.06,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.71,2.57,2.28,2.23,2.96,2.91,3.5,3.6,3.49,3.26,1.65,1.58,1.38,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.13,1.02,0.61,0.48,0.48,0.9,-0.27,0.23,0.13,0.16,0.53,0.38,0,
主营业务收入(万元),555399,504866,413017,326124,511646,1065164,1743548,1677586,151400,119907,88571,99545,123584,96401,67370,53214,48586,40780,40575,33888,35991,
主营业务利润(万元),46972,62460,34257,29804,44231,75361,101121,121590,40372,36827,24132,19256,24317,9196,8646,17821,14238,13519,11228,9809,9178,
营业利润(万元),6272,13690,-69653,-200542,-13768,8650,36680,50489,10296,8555,2249,-15952,1484,-4869,-6351,6912,5652,5526,5056,4458,3841,
投资收益(万元),280,121,-3455,334,--,--,--,61,83,211,536,140,91,282,-126,-222,-62,0,0,--,0,
营业外收支净额(万元),-2640,-7228,-1624,-8974,18490,5373,2135,616,80,1385,3518,-3821,0,-115,-70,173,-102,-26,0,-64,0,
利润总额(万元),3632,6462,-71278,-209516,4722,14023,38815,51105,10376,9940,5767,-19773,3070,1456,-5513,8359,7199,6804,6684,5903,3811,
净利润(万元),1897,6427,-69010,-205618,2787,9542,24828,34052,2933,4244,2127,-20888,1516,1610,-3591,5568,5076,4767,4994,4390,3811,
净利润(扣除非经常性损益后)(万元),1108,10985,-65330,-198827,-12704,5411,23360,33646,2851,3300,-1094,-7585,89,-5441,-4953,4800,3544,4784,0,--,0,
经营活动产生的现金流量净额(万元),17558,14675,16425,25283,11722,52902,4949,65404,3548,27539,16296,12906,12985,24322,-6008,5098,2781,3579,7369,5373,0,
现金及现金等价物净增加额(万元),-13791,-63099,-14058,-117427,141888,-7609,-17964,39820,-12093,2843,10918,-1540,-930,-552,-4304,-35110,8865,32349,6784,1417,0,
总资产(万元),661221,665789,707171,734516,1088355,922149,927568,865305,217696,222757,193030,188473,210211,211310,188230,154673,147522,107542,54544,47378,42234,
流动资产(万元),219572,246777,310758,315875,572088,406430,462159,475004,59240,66492,53840,45620,55580,55331,66554,61490,95498,0,0,23444,20892,
总负债(万元),586855,590426,637840,595073,739228,570059,533898,496206,144890,153142,126304,124252,125833,127102,99509,70703,65338,31674,31440,25342,22944,
流动负债(万元),510182,433225,407118,371954,524640,506345,487577,450270,130324,133088,95052,93412,88198,84880,84709,67703,62275,0,0,15045,13954,
股东权益不含少数股东权益(万元),85469,85683,79360,148109,352302,349743,389114,361527,72974,69110,61450,60008,79779,78335,77104,79226,76739,71685,23104,22036,19290,
净资产收益率加权(%),2.22,7.79,-60.61,-81.95,0.79,2.59,6.64,9.5,4.13,6.34,3.53,-29.76,1.92,2.07,-4.63,7.16,6.76,9.83,22.13,--,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
