报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.13,0.28,0.37,0.85,0.66,0.58,0.37,0.16,
每股净资产(元),--,--,--,--,3.24,2.8,1.97,1.93,
每股经营活动产生的现金流量净额(元),--,--,--,--,1.01,1.11,0.17,0.48,
主营业务收入(万元),36996,34892,39492,32582,26736,23354,20362,17315,
主营业务利润(万元),13245,12385,15126,13044,10473,9125,7362,6665,
营业利润(万元),1276,4745,6302,5437,4213,3551,2307,1144,
投资收益(万元),642,1170,158,--,2,--,--,227,
营业外收支净额(万元),617,205,501,296,276,145,187,114,
利润总额(万元),1893,4950,6803,5733,4489,3696,2494,1258,
净利润(万元),2121,4460,5885,5110,3954,3188,2199,986,
净利润(扣除非经常性损益后)(万元),1902,4041,5363,4931,3803,3160,2090,741,
经营活动产生的现金流量净额(万元),3929,4262,4157,2103,6082,6685,954,2891,
现金及现金等价物净增加额(万元),-2625,3339,-14888,18275,-1423,2317,660,22,
总资产(万元),78845,77559,63544,57078,31761,30567,28476,24638,
流动资产(万元),38666,39072,46910,43536,18436,18436,18010,14932,
总负债(万元),28887,31402,18347,14724,12301,13751,17699,13060,
流动负债(万元),27314,27212,16164,12619,11125,12844,16944,12534,
股东权益不含少数股东权益(万元),48869,45719,44765,41979,19270,16816,10777,11578,
净资产收益率加权(%),4.5,9.81,13.55,23.41,21.91,25.77,17.7,9.13,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
