报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.83,0.86,0.49,0.33,0.56,0.7,0.68,0.67,0.6,0.47,0.6,0.45,1.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.54,3.18,4.99,4.36,5.23,4.89,4,3.88,3.8,3.69,3.65,3.64,3.33,3.25,4.3,3.95,3.91,3.99,4.82,4.63,1.8,1.66,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.76,0.39,0.73,0.97,0,0.21,0.73,0.43,0.19,1.07,0.56,0.29,0.22,-0.13,--,--,--,--,--,--,--,--,
主营业务收入(万元),4291223,3377720,1711125,1564305,1755148,1915289,2252277,2029770,1660404,1207023,825620,785558,563618,437930,380620,342214,267945,259825,321983,361641,357029,327875,271010,212699,178188,123793,94095,--,28834,22505,
主营业务利润(万元),935039,705115,251513,229429,180786,179578,165496,150700,166064,155215,112215,101487,88719,66254,61341,56269,46319,49325,43889,47274,43374,43766,9533,7290,7273,6400,4721,--,1778,1588,
营业利润(万元),537433,463218,81780,48176,89858,111544,123688,109878,99234,85524,55182,35083,85687,15905,9204,10689,8606,12685,9383,10207,9683,11968,11270,9132,9462,0,5224,--,0,1588,
投资收益(万元),22584,78489,43476,-17267,50359,62848,85515,80030,44007,35003,27191,14625,64578,9714,4250,363,205,546,3004,2388,1661,4562,4334,1129,1797,1652,2413,--,0,0,
营业外收支净额(万元),3176,-3395,5140,23465,6790,5216,3205,3594,5465,3014,2029,8138,5557,27,2391,-762,-182,-902,-120,143,681,0,0,0,0,-763,0,--,--,--,
利润总额(万元),540609,459823,86920,71641,96648,116760,126893,113472,104698,88538,57211,43221,91243,27419,16002,10536,8696,12405,12346,12751,12026,16890,15781,10480,9766,8300,7002,--,1540,1369,
净利润(万元),320821,302074,70024,47884,80720,100296,98085,96787,85497,67273,48147,32855,76018,17214,10691,7221,5014,9433,9940,10442,9596,14205,13270,8880,8425,7198,6055,--,681,527,
净利润(扣除非经常性损益后)(万元),272800,193828,60703,16561,68309,83996,47703,87092,74081,64231,45766,23760,36227,14401,8611,7514,4660,10058,9282,9803,9596,--,--,--,--,--,0,--,--,--,
经营活动产生的现金流量净额(万元),353445,757736,111313,39723,-30694,35363,64942,165818,-108841,55493,58282,70495,136,9533,33986,19966,8956,49938,26031,13337,9322,-5418,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-117631,805393,52490,-10957,15704,9940,-23328,49387,-99702,106457,18,-8132,55138,50376,17324,1781,2293,-8499,-4730,-795,7774,-8568,--,--,--,--,--,--,--,--,
总资产(万元),9945317,8525413,2411569,2317898,1715561,1383091,1369734,1115394,1225894,1027288,865053,747869,701076,480368,389962,382755,356577,306601,358568,343929,321826,280966,252122,189530,195134,156868,118929,69137,8138,4665,
流动资产(万元),6431416,5800149,716709,700881,744344,636467,862104,601755,769037,585321,418025,391025,381810,241851,202326,189052,178460,0,0,0,0,125247,112089,72602,79277,60522,48150,37415,6062,4403,
总负债(万元),6297963,5307998,1272281,1224095,873142,579979,658177,479972,691846,549115,452825,418529,374319,243437,198125,196390,173847,129779,182746,166231,173749,139058,117183,101077,116001,76728,44442,16863,6070,3588,
流动负债(万元),4418658,3609909,701060,712096,661253,399866,448880,264331,456933,343237,296431,327713,283748,200436,188124,167589,151445,0,0,0,0,134510,104174,89057,105143,55138,27469,15075,5170,3588,
股东权益不含少数股东权益(万元),3137785,2869946,1108475,1057167,795138,750928,657206,582804,509056,456982,398670,316278,316465,227606,186093,180480,176837,171823,166114,169223,142603,139316,131509,87219,78537,80140,74487,52273,1167,1077,
净资产收益率加权(%),10.79,12.2,6.48,4.97,10.48,14.42,15.88,17.77,17.7,15.72,13.55,9.96,27.74,9.06,5.87,4.05,2.86,5.52,5.85,6.39,6.73,10.49,--,0,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
