报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.09,-2.02,-1.41,0.49,-1.62,-0.87,0.01,0.08,0.28,0.25,0.12,0.05,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.44,3.19,1.92,1.8,1.76,0.14,0.05,1.52,1.49,1.3,1.29,1.34,2.26,2.77,2.56,2.95,1.6,1,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,2.08,1.26,-0.03,0.09,0.08,0.07,0.09,1.01,-0.71,-0.35,0.34,-0.03,-0,-0.38,--,--,--,--,
主营业务收入(万元),26202,41919,41950,74457,80881,110887,118171,111887,120984,69656,6365,3909,3756,5285,4618,11928,34064,22573,3908,9262,10705,11484,14541,21522,13926,--,
主营业务利润(万元),12265,18332,11597,2612,-7856,3273,29857,37496,45319,27552,2355,2370,2295,2168,2357,3368,6379,4309,1354,2003,1704,3283,288,1530,2169,--,
营业利润(万元),2852,-79404,-55450,8605,-61436,-36868,-2217,6752,16924,11879,228,81,-86,-1154,-2469,-3225,3430,-725,-581,-6648,-4295,-2100,411,1578,2169,--,
投资收益(万元),693,150,-82,30181,983,12,608,-46,-34,-27,-104,-32,-97,833,-2815,1215,-7,-44,-42,-524,-23,-2,1039,578,-50,--,
营业外收支净额(万元),1355,235,42,1273,3833,2405,5591,692,400,363,1637,765,--,-199,-9732,212,212,1346,944,-1897,3,0,0,0,--,--,
利润总额(万元),4207,-79170,-55408,9878,-57603,-34462,3374,7444,17324,12242,1865,846,954,-118,-14890,-1797,3866,675,386,-9069,-4314,-2092,1716,2759,2672,--,
净利润(万元),3438,-80786,-56412,13913,-40598,-23363,299,2047,7554,4104,1706,670,563,128,-12112,-892,1640,344,470,-8719,-3984,-1999,1495,1824,1264,--,
净利润(扣除非经常性损益后)(万元),731,-81880,-57020,-17318,-44707,-25084,-5155,1477,7377,3487,479,97,-266,-1032,-5948,-2350,1428,-1056,-497,-6803,-3984,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-680,8055,-5026,-10832,42358,20216,663,34200,55964,33911,-357,1225,1109,648,810,9566,-6707,-3361,3263,-331,-44,-3582,--,--,--,--,
现金及现金等价物净增加额(万元),-4926,-2481,-21615,11034,9655,1195,-11527,-6961,3811,1562,517,746,2405,987,597,-4154,225,4140,91,-237,-82,31,--,--,--,--,
总资产(万元),129121,124833,203277,278393,406299,416575,443868,441813,440989,407656,95743,81310,74229,25970,29042,58582,75378,58630,31319,34692,42751,47766,39605,46542,18046,10326,
流动资产(万元),59944,62065,52743,70792,83128,70489,85494,86333,80439,82870,9104,9903,6395,2660,1833,27618,43746,0,0,0,0,15726,13228,24441,8337,6226,
总负债(万元),33651,32875,29974,48552,360789,316846,308658,331387,331211,302751,59581,46881,40488,24022,28783,36717,52386,40754,19051,--,20600,20442,19243,27021,11964,7435,
流动负债(万元),27093,28862,25511,41713,309180,248643,229672,221571,171733,143451,28817,28932,29219,23979,27740,36674,51948,0,0,0,0,12406,14243,21721,7131,3908,
股东权益不含少数股东权益(万元),95470,91364,172151,228562,33336,73913,97603,94160,92372,85784,27275,25569,24899,1655,465,14422,14159,12298,11951,12688,21407,26295,19579,18084,4995,2133,
净资产收益率加权(%),3.68,-61.31,-28.16,17.38,-78.43,-26.91,0.32,2.19,8.43,4.84,6.46,2.66,21.72,12.11,-162.72,-6.24,12.4,2.79,4,-51.15,-17,-8.6,--,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
