报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.69,0.54,0.33,0.3,0.58,0.54,-0.93,-0.88,0.18,0.37,0.9,0.82,0.79,
每股净资产(元),--,--,--,--,--,--,--,--,9.61,9.53,3.17,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.61,-2.62,1.2,0.82,0.92,
主营业务收入(万元),872219,725130,250426,234483,154236,136072,34928,69741,63887,69674,70285,63648,52872,
主营业务利润(万元),265211,234020,68947,69299,47546,36927,7169,12375,16707,12901,13860,12371,10105,
营业利润(万元),117393,95708,49482,43407,29189,25450,-14104,-6647,1090,2428,4530,3607,3593,
投资收益(万元),9,2894,11646,3366,2244,2865,--,--,141,-51,-35,-33,-5,
营业外收支净额(万元),-1948,31,-41,3486,5423,3664,1006,926,585,491,569,892,733,
利润总额(万元),115445,95738,49441,46894,34612,29114,-13099,-5721,1675,2919,5099,4499,4325,
净利润(万元),101337,76261,36467,33587,29295,24924,-12699,-5998,1230,2343,4588,4187,4029,
净利润(扣除非经常性损益后)(万元),75181,63770,26990,28118,24639,21554,-12909,-6071,881,2170,4522,3812,3325,
经营活动产生的现金流量净额(万元),93721,19148,20167,25038,15976,16296,-2037,-3768,4211,-17972,6115,4209,4698,
现金及现金等价物净增加额(万元),41094,23455,-52710,115695,63723,12112,-12335,1433,3997,5749,5242,2960,-211,
总资产(万元),1622041,1360134,654319,610368,434204,219745,82785,104865,91012,79468,40034,29296,26313,
流动资产(万元),996374,821307,511015,518610,371234,169010,54405,73455,63503,57433,39112,28240,25037,
总负债(万元),690561,510128,270592,248912,124583,116928,35093,44486,25181,14181,23859,16687,17129,
流动负债(万元),652788,477279,251654,240419,121419,116228,34110,44486,25181,14001,23579,16552,17049,
股东权益不含少数股东权益(万元),900467,794663,345349,324922,297269,95629,47259,59981,65832,65287,16175,12608,9184,
净资产收益率加权(%),11.93,10.86,10.74,10.83,23.99,32.68,-23.68,-9.54,1.88,4.47,32.26,39.59,56.2,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
