报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.17,0.13,0.27,0.46,0.35,0.7,0.04,0.33,0.42,0.5,0.63,0.47,0.41,0.42,
每股净资产(元),--,--,--,--,5.09,6.43,5.71,5.66,5.63,7.15,2.86,2.54,2.32,2.26,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.39,0.23,0.69,0.61,0.51,-0.04,0.66,0.32,0.9,
主营业务收入(万元),83174,86703,84968,82699,60419,64552,52348,40764,30166,21025,17998,14126,12641,12159,
主营业务利润(万元),58630,59254,61579,58328,39992,40941,27836,27701,21053,14551,12891,9290,8683,8340,
营业利润(万元),12714,12330,16648,18540,12103,12598,1756,5078,7397,6424,4532,3360,2660,2598,
投资收益(万元),-1288,-103,694,906,755,-8,-56,-74,-52,38,-42,-1,-60,--,
营业外收支净额(万元),-50,-715,-557,148,-448,-415,-207,-216,-620,-228,-257,-380,--,290,
利润总额(万元),12664,11615,16091,18688,11655,12183,1549,4862,6777,6196,4275,2980,2714,2888,
净利润(万元),4339,3542,7187,12105,9169,8724,491,4114,5249,4685,3442,2582,2248,2261,
净利润(扣除非经常性损益后)(万元),3133,3954,7335,11989,9449,7397,721,4288,5810,4924,3656,2925,2246,2014,
经营活动产生的现金流量净额(万元),25623,7835,12616,14884,15816,5088,2818,8588,7575,4920,-210,3647,1785,4952,
现金及现金等价物净增加额(万元),9685,-41678,-14101,-14783,56377,1833,-5574,1769,-13668,47797,-2608,1523,125,1941,
总资产(万元),225023,213422,250261,240664,204095,133119,114177,92758,87389,79566,25096,22310,20093,18780,
流动资产(万元),94210,87613,123345,129040,133905,68580,56264,58831,56854,69032,14921,12434,10188,8934,
总负债(万元),69866,62195,57098,58115,39037,41610,39325,19394,17037,10824,9351,8358,7317,6329,
流动负债(万元),23973,23092,21795,26574,25375,24414,25266,16826,14916,9574,8086,7078,6822,5834,
股东权益不含少数股东权益(万元),131875,133199,150252,146237,134103,83501,71386,70796,70353,68742,15743,13951,12744,12415,
净资产收益率加权(%),3.27,2.36,5.16,8.65,8.29,11.26,0.69,5.81,7.56,7.47,23.84,19.85,18.73,20.22,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
