报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.83,0.75,0.65,0.61,0.66,0.62,0.51,
每股净资产(元),--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,0.95,0.62,0.75,0.39,
主营业务收入(万元),61064,48945,37679,30543,25610,24570,22661,
主营业务利润(万元),41624,34052,25480,18802,16268,17028,15392,
营业利润(万元),8635,6617,5012,4425,4829,4345,3428,
投资收益(万元),883,923,--,--,--,--,--,
营业外收支净额(万元),-280,915,-10,193,124,206,274,
利润总额(万元),8355,7532,5002,4618,4953,4551,3702,
净利润(万元),7178,6468,4372,3953,4264,4007,3289,
净利润(扣除非经常性损益后)(万元),6513,4698,4202,3782,4157,3828,3025,
经营活动产生的现金流量净额(万元),6789,4685,2845,6199,4062,4856,2543,
现金及现金等价物净增加额(万元),3256,-21635,17580,4519,-2465,3734,-911,
总资产(万元),92888,81784,75293,50450,43333,40126,34239,
流动资产(万元),69092,59838,54142,30798,24796,25337,22093,
总负债(万元),25417,20624,19734,17668,14444,15506,13155,
流动负债(万元),23468,18704,17879,15732,13160,14313,12339,
股东权益不含少数股东权益(万元),67471,61160,55558,32782,28825,24562,21153,
净资产收益率加权(%),11.17,11.1,11.98,12.83,15.97,17.49,16.86,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
