报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.09,0.06,0.11,0.23,0.22,0.35,0.36,0.33,0.24,0.21,0.29,0.03,0.67,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.78,1.61,2.88,2.6,4.93,3.84,3.28,2.94,3.86,3.38,5.19,8.9,2.3,1.87,2.23,2.11,1.62,1.55,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.67,0.42,1.05,0.34,1.59,1.41,1.42,0.81,1.02,0.86,1.27,0.77,0.94,0.65,--,--,--,--,
主营业务收入(万元),11659929,6548965,5983318,5841605,5458256,6147485,6509728,5568358,5055763,4077172,1944731,1644013,1746745,1323559,1104519,775211,484599,356274,293401,140725,68511,27271,20596,12113,11410,11166,
主营业务利润(万元),1861617,1118378,955921,1424076,1643407,1687041,1667345,1173858,771538,590522,350014,166123,405302,298636,253132,218745,134633,96012,88804,40470,28724,18247,8643,2394,2107,2048,
营业利润(万元),701493,315414,357908,865032,928238,1112867,1107905,747941,497721,345743,241838,6270,301080,164812,151983,127677,85219,61573,71002,34470,26236,16201,8655,2393,2107,2048,
投资收益(万元),309640,369671,247568,171391,17161,236483,186619,288399,318550,170271,106554,22946,56721,20575,26725,25012,22648,13896,860,531,0,0,250,32,14,26,
营业外收支净额(万元),22504,-9111,20518,45865,47528,53307,1995,39808,25472,22446,3675,6737,11129,-2271,-8929,-3402,-3493,28,1712,-80,-48,0,0,0,0,0,
利润总额(万元),723998,306302,378426,910898,975767,1166174,1109901,787748,523193,368190,245513,13008,312210,183237,170325,149287,104374,75805,75637,35343,26188,16281,8895,2484,2110,2072,
净利润(万元),186869,136926,222324,472728,436351,607455,627916,505057,364737,240128,159495,17887,171072,100065,92970,83689,67497,54089,55234,28184,22025,13720,7459,2484,2110,2072,
净利润(扣除非经常性损益后)(万元),-74845,37719,156217,425945,374193,548800,585706,383482,240434,148247,148518,4808,167606,99594,96943,86877,70840,54169,53207,27843,22025,--,--,--,--,--,
经营活动产生的现金流量净额(万元),3372179,2316180,1977791,2341426,2429331,2271342,2320001,1485309,1037625,649887,570322,184192,433987,343297,322568,183775,142403,120720,104361,35188,23806,10987,--,--,--,--,
现金及现金等价物净增加额(万元),512374,-63458,157944,-23579,109193,-30316,-329638,98271,301883,26664,-14524,-114012,59299,-73533,-120713,145271,40681,-36414,56002,27836,-7105,7890,--,--,--,--,
总资产(万元),36484785,27251136,27412993,27126695,25018481,24625310,24067710,20761492,18218422,15015127,8978047,6873901,5960577,4314265,3605326,3143094,2274879,1769220,888259,851350,81395,36414,37656,22635,26315,20255,
流动资产(万元),3571489,1862588,1804831,1571145,1481302,1688368,1698268,1875792,1811051,1344550,767781,859693,1103114,462085,393301,428234,231388,--,0,0,0,17811,17749,7466,9941,7890,
总负债(万元),24819931,20122905,20147111,19709539,18066090,18048673,18196978,15621234,14193847,11361093,6580560,4925059,3988901,2932736,2483383,2135449,1499654,1134321,365005,361914,22915,4732,19429,11867,18031,12330,
流动负债(万元),9164493,7315087,7807437,8950684,8816796,9014407,8325116,6462569,6651468,7531918,4094268,2134228,2376620,1252334,924388,654276,526403,--,0,0,0,4728,12726,3663,6316,5487,
股东权益不含少数股东权益(万元),5393161,5077457,5149667,5202042,5038371,4715273,3831454,3464700,2737769,2477345,1568312,1418160,1341886,934825,743713,666198,541387,473484,427766,407732,58480,31682,18227,10768,8284,7924,
净资产收益率加权(%),3.34,2.48,4.21,9.11,8.95,15.38,16.62,17.4,13.71,11.31,10.69,1.3,15.45,12.65,13.19,14.08,13.09,11.89,12.91,12.09,48.94,54.98,--,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
