报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.77,0.87,0.84,0.83,1.68,1.24,1.18,1.1,1.07,0.98,0.66,0.9,1.53,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,5.18,4.54,3.77,4.98,8.8,7.31,6.44,11.12,10.59,2.86,2.33,1.65,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.29,1.19,0.99,1.08,1.39,1.63,1.69,0.64,3.63,2.41,0,1.33,
主营业务收入(万元),3390408,2794008,2975449,2561378,2238342,1995919,1658246,1452531,1153978,945145,749131,593088,482464,367715,252526,202715,209172,102674,53086,79156,
主营业务利润(万元),527507,559881,466312,429538,405093,335490,271998,247626,236098,214695,160468,138886,116415,103725,61793,58469,84843,33158,16762,29089,
营业利润(万元),292296,339950,304385,257135,223335,194299,166190,146826,143658,128740,92895,78606,65474,48293,35471,27922,41342,17905,8809,18682,
投资收益(万元),9931,30914,4656,1473,1082,459,1260,1068,2457,907,4724,3530,5242,3819,1230,413,1364,522,173,625,
营业外收支净额(万元),6148,-4789,3818,19905,33538,11895,12613,13195,5886,10355,3084,2893,5196,-1418,-283,-250,-225,0,0,-711,
利润总额(万元),298443,335161,308203,277040,256874,206194,178803,160021,149544,139096,95980,81499,70670,51914,37424,29056,43276,17949,8771,18596,
净利润(万元),142500,161800,155657,153594,155469,114764,109253,101800,98706,90788,61049,55345,47073,35241,25340,22024,38975,16354,7976,15138,
净利润(扣除非经常性损益后)(万元),87797,159449,137400,149511,152199,109583,104620,100461,96543,86547,57672,52084,42831,31659,22191,20715,38254,0,0,0,
经营活动产生的现金流量净额(万元),149933,199001,303165,298634,251202,175781,147447,121750,119455,109786,91552,66516,42689,50206,51869,10410,58740,28892,0,0,
现金及现金等价物净增加额(万元),-41852,-41276,141228,-48678,361216,34660,50442,39056,50103,50472,63510,36836,6203,26956,11933,24909,118929,15856,0,0,
总资产(万元),2312883,2146310,1950105,1775911,1449185,1063804,929801,819911,722150,649915,554856,469564,426199,347241,291665,283254,229294,83295,58998,64852,
流动资产(万元),1737792,1614441,1566239,1230210,1238196,870370,789246,693440,605167,533785,448837,370637,327644,290438,252045,255921,207120,66830,49645,55543,
总负债(万元),872339,785143,721460,672144,491371,258870,225549,198714,170374,163699,145949,118909,123151,99746,75650,93095,53878,46448,29337,44016,
流动负债(万元),628513,552517,494947,458655,279727,242954,222421,193617,165478,158756,141038,114966,118106,96640,72672,90454,51600,44170,27063,41417,
股东权益不含少数股东权益(万元),1192145,1111515,1025168,919492,813176,671262,610979,541415,478768,418942,347758,306540,270939,224958,198272,180180,171586,34348,27935,19798,
净资产收益率加权(%),12.71,15.44,16.16,17.97,22.04,18.04,19.07,20.08,22.09,23.78,18.29,19.09,19.08,16.68,13.39,12.7,37.41,45.28,33.53,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
