报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.23,0.2,0.2,0.18,0.48,0.04,0.22,0.31,0.3,0.23,0.2,0.07,0.1,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.82,0.19,-0.38,0.07,0.35,--,--,--,--,--,--,--,
主营业务收入(万元),5210852,4661984,4498632,4320523,4608559,4384897,4949448,4424372,3947090,2561404,1800547,1559316,1321210,899899,690248,530108,
主营业务利润(万元),212243,219795,209277,217067,258916,225325,223331,189647,183910,103754,82822,61526,56781,38414,32620,21534,
营业利润(万元),57221,59612,53914,40968,72642,16160,48985,60565,60586,31500,26847,13466,17633,8416,4481,1515,
投资收益(万元),-7240,-4557,652,988,34405,1767,1025,11746,2346,1660,321,265,2499,450,548,624,
营业外收支净额(万元),21515,-3331,-2573,279,22210,4560,542,2482,261,14589,5908,444,2241,1184,207,880,
利润总额(万元),78735,56281,51340,41247,94851,20720,49526,63047,60848,46089,32755,13909,19874,10085,5431,3219,
净利润(万元),45913,39432,36320,29464,78075,5851,35587,50167,48686,36203,24352,7411,11139,6737,2231,1366,
净利润(扣除非经常性损益后)(万元),28140,36149,31887,29245,24697,1536,33281,40711,46861,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),125761,15056,284727,-57197,133954,30689,-61297,12110,56442,98786,-63286,-17246,-12013,1351,11572,16259,
现金及现金等价物净增加额(万元),276665,-11394,-83471,-60116,222867,-55742,-47131,-158,21223,81919,213478,-10575,-18222,934,13694,20470,
总资产(万元),7184464,6900909,6724876,6366265,6089955,5671415,5491428,4646249,3753713,2826686,2128339,1492199,1187736,659083,526468,485199,
流动资产(万元),5819075,5511906,5248203,5078228,4765572,3649602,3509085,3064750,2694425,2031373,1512324,1068972,844030,535299,451230,400399,
总负债(万元),6143983,6036717,6026847,5914813,5647761,5286972,5110662,4281409,3408464,2494040,1855298,1348011,1043071,516244,449986,414462,
流动负债(万元),5449263,5358944,5275918,5270600,4722622,3987953,3992404,3300417,2875364,2011691,1470508,1228556,863526,469363,414868,362887,
股东权益不含少数股东权益(万元),856842,693314,663419,427042,419753,369509,368097,353913,309259,298262,222036,123665,126643,124171,49797,55521,
净资产收益率加权(%),6.21,5.79,6.79,6.92,19.13,1.61,10.27,14.89,15.99,--,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
