报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.25,0.22,0.22,0.2,0.39,0.38,0.48,0.34,0.35,0.32,0.28,0.25,0.23,
每股净资产(元),--,--,--,--,--,--,--,--,3.03,1.95,1.73,1.53,1.29,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-1,0.52,1.15,0.31,0.14,
主营业务收入(万元),1855543,1554186,1474627,1369580,1327623,1364442,1349933,947681,867563,792667,692903,569899,450394,
主营业务利润(万元),144032,127664,98374,82498,82673,78063,75126,51418,39322,36336,32635,26760,23861,
营业利润(万元),32528,31701,32359,25198,24402,24098,33165,19946,16649,13770,11499,11382,13091,
投资收益(万元),-1858,966,1114,-384,-192,132,1344,292,188,798,536,618,469,
营业外收支净额(万元),801,580,-171,2759,2031,2406,-159,-366,191,-48,505,144,-316,
利润总额(万元),33329,32281,32188,27957,26432,26504,33006,19580,16840,13722,12004,11526,12775,
净利润(万元),24028,21955,21393,19539,19100,18391,22666,13467,11599,9825,8384,7649,6951,
净利润(扣除非经常性损益后)(万元),19831,17516,16740,16722,16494,16882,21835,13131,10520,8125,7486,6680,2423,
经营活动产生的现金流量净额(万元),113896,102495,48478,39960,15845,-60151,-14815,5343,-40025,15782,34525,9307,4287,
现金及现金等价物净增加额(万元),5133,-36020,42235,39317,51088,-3360,-27670,32853,35192,-12262,14634,9632,7044,
总资产(万元),1576876,1459052,1391482,1303372,1222984,1036867,866185,772220,442378,320678,286003,307997,243751,
流动资产(万元),1326061,1214740,1215844,1143386,1081159,920739,768481,683231,399042,286442,259471,280907,231441,
总负债(万元),1251633,1155701,1119700,1048204,982625,810646,653923,594314,316143,262039,234099,261863,204826,
流动负债(万元),1248854,1137845,1087267,1032194,975049,792988,653677,592214,316143,260039,234099,261863,199826,
股东权益不含少数股东权益(万元),289443,273471,258490,244182,230056,217548,206381,172500,121409,54080,47262,41288,34781,
净资产收益率加权(%),8.52,8.25,8.51,8.15,8.41,8.68,11.82,10.71,15.03,19.68,18.94,21.38,17.67,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
