报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),-0.76,0.22,0.19,0.14,0.04,0.05,0.09,0.18,0.14,0.22,0.19,0.22,0.38,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.14,3.03,2.84,2.27,3.12,4.16,3.4,3.31,3.87,3.54,3.41,1.25,1.13,1.28,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.52,0.22,-0.11,0.27,0.18,0.45,0.24,0.37,0.55,0.15,0.2,0.19,0,--,
主营业务收入(万元),144945,170011,164337,143727,99394,118980,118617,120307,132353,160253,131286,113731,103869,79731,57081,50255,37576,34851,27461,23019,21066,19150,
主营业务利润(万元),32624,43766,39080,34017,18315,18406,20813,21779,18317,22262,21640,21246,19675,14314,9667,9448,7825,7737,6077,5525,5000,4894,
营业利润(万元),-47284,17296,15154,11743,2350,3058,5779,12139,9315,14349,12267,11482,13346,9442,5911,6096,5657,5808,4378,3944,3665,3294,
投资收益(万元),24100,305,785,289,119,41,23,4889,1259,1828,-157,-62,--,17,-13,-6,-8,-5,0,0,0,0,
营业外收支净额(万元),-3503,537,-32,-28,38,18,329,-90,-43,250,-218,825,--,72,121,251,251,0,141,0,0,0,
利润总额(万元),-50787,17833,15121,11715,2388,3076,6108,12049,9272,14599,12048,12307,14460,9837,6682,6407,6030,6054,4649,3944,3665,3294,
净利润(万元),-53764,15368,13421,10087,2078,3094,5464,10557,8524,13100,10887,11504,13602,9027,5816,5445,5306,5252,3523,2642,3665,3294,
净利润(扣除非经常性损益后)(万元),-70928,11469,12586,9865,2045,3083,5147,6495,8560,12887,11064,10811,12659,8379,4745,5172,4927,5005,3252,0,0,--,
经营活动产生的现金流量净额(万元),6994,41499,39514,5596,39767,24221,12906,-2838,31311,13157,-6554,14578,6322,10627,4599,7092,8835,2389,3241,2350,0,--,
现金及现金等价物净增加额(万元),-19169,-71024,68654,-39055,50141,35520,24293,-7619,10954,4537,14122,-5132,-5021,18316,-3028,1605,-5323,-8926,19568,2284,0,--,
总资产(万元),435370,540492,586997,505486,408855,372056,342874,311302,300061,290006,267070,204836,178868,159812,111422,107208,83092,72014,68838,26956,23448,22128,
流动资产(万元),298197,333067,327390,244974,257139,216587,184755,156071,135819,145074,130577,80732,78274,67420,40038,42692,27702,--,0,0,0,12007,
总负债(万元),172448,221705,279478,207215,204025,168365,140882,111448,109842,106791,95736,83315,67097,61178,46127,43615,21144,15412,14287,11932,9866,6811,
流动负债(万元),160399,199826,251969,119260,123821,88136,60627,110225,108594,103718,89838,83315,64712,61010,40718,35059,17338,--,0,0,0,6811,
股东权益不含少数股东权益(万元),262640,318504,307227,297332,203880,202735,201326,199171,189517,182497,170601,120781,111054,98512,65295,63593,61948,56602,54550,15024,13582,15317,
净资产收益率加权(%),-18.53,4.91,4.44,3.53,1.02,1.53,2.72,5.43,4.56,7.39,7.61,9.93,12.97,12.3,8.75,8.69,8.72,9.18,9.79,17.73,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
