报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),1.24,0.72,0.09,0.12,0.37,0.61,0.38,
每股净资产(元),--,4.32,3.58,3.49,3.21,2.84,2.23,
每股经营活动产生的现金流量净额(元),--,0.8,0.13,0.23,0.53,0.68,0.7,
主营业务收入(万元),40093,30788,20515,11224,15834,19916,13413,
主营业务利润(万元),16798,11954,5894,3953,6529,8772,4997,
营业利润(万元),8590,4980,610,279,2216,3636,2466,
投资收益(万元),-61,13,--,--,-80,--,--,
营业外收支净额(万元),-58,-14,-19,497,269,492,161,
利润总额(万元),8533,4966,591,776,2485,4128,2626,
净利润(万元),7433,4188,525,689,2152,3542,2240,
净利润(扣除非经常性损益后)(万元),7236,4539,233,267,2020,3123,2103,
经营活动产生的现金流量净额(万元),5974,4801,787,1324,3081,3964,4084,
现金及现金等价物净增加额(万元),1097,1832,-685,821,-10,195,478,
总资产(万元),52673,42512,35579,31819,29632,28207,23709,
流动资产(万元),28059,20030,13721,10568,8601,9382,8290,
总负债(万元),19907,16611,14652,11417,10870,11598,10642,
流动负债(万元),14398,11939,10073,7905,6294,5481,7420,
股东权益不含少数股东权益(万元),32766,25901,20927,20402,18762,16609,13068,
净资产收益率加权(%),25.4,18.31,2.54,3.41,12.17,23.87,17.95,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
