报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.73,0.67,0.63,--,0.12,0.19,0.29,0.4,0.36,0.67,0.47,0.32,0.43,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.61,3.36,2.87,2.63,3.95,3,4.41,4.36,4.34,4.18,4.16,2.77,2.18,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-1.06,0.5,0.09,0.73,0.25,0.26,1,-0.95,-0.13,-0.79,0.12,0,0,--,
主营业务收入(万元),2057513,1789786,1588559,--,5778744,7151264,7956691,6661103,5952129,5468775,4061909,2346394,1806764,1334409,845615,649810,530611,442436,403898,411944,344788,266659,
主营业务利润(万元),403250,346078,308986,--,243287,243123,248511,229808,236187,227359,166588,136956,76317,79609,59926,56807,48112,53777,44706,40397,40336,--,
营业利润(万元),186413,174392,153948,--,9323,41600,92577,91433,82319,127252,77163,60220,39062,11290,8248,9539,7642,13670,18148,18607,17977,--,
投资收益(万元),7921,22565,18002,--,15637,17786,32196,23812,1115,13386,5333,10723,27296,239,1351,-1149,849,1065,0,5,0,--,
营业外收支净额(万元),-123,-870,2357,--,-251,12117,1188,2183,4390,5944,3819,945,--,812,-313,-486,-592,-296,-1691,0,0,--,
利润总额(万元),186290,173522,156304,--,9072,53717,93765,93616,86709,133196,80982,61165,43849,12341,9285,7904,7899,14440,16457,17699,17505,--,
净利润(万元),162656,148078,133939,--,16788,28286,42161,58110,52330,97712,68400,46089,37992,10111,7821,7013,6978,11026,16415,17699,13465,10062,
净利润(扣除非经常性损益后)(万元),156524,139888,126377,--,16906,19370,40929,54587,50047,89166,63136,38942,12442,7639,5716,6331,6529,11278,17539,0,0,--,
经营活动产生的现金流量净额(万元),142432,83233,61031,--,-505350,149956,13475,-19833,-154561,72319,13372,106542,22574,15982,41151,-38803,-5310,-32329,4954,1353,0,--,
现金及现金等价物净增加额(万元),136578,-195035,-56983,--,93743,116064,-81068,13165,101488,-51923,-96983,98838,136537,1624,12152,32303,-46941,-42827,66147,-10443,0,--,
总资产(万元),3888378,3388754,3163631,8003974,5644720,5898059,5114678,4410780,3937364,3192309,2577328,2206170,1697152,769209,688274,570644,424148,422272,347111,204010,205786,--,
流动资产(万元),2805205,2473103,2408404,6831423,5168820,5415694,4623329,3930028,3575009,2833390,2263586,1930807,1506475,625841,560443,463224,313837,--,0,0,0,--,
总负债(万元),1998992,1783933,1684648,6518251,5000499,5209950,4440215,3777284,3343285,2642493,2108948,1782719,1314066,571762,495333,379680,234573,239323,174206,120896,140371,--,
流动负债(万元),1907119,1721182,1636722,5921705,4455066,4903037,4220692,3627668,3223332,2590682,2031221,1687661,1225006,560912,475999,342663,233773,--,0,0,0,--,
股东权益不含少数股东权益(万元),1859337,1572539,1461650,1451515,616251,608218,594525,569874,526357,490072,418873,383142,360356,184582,180621,178950,177954,171532,170688,83114,65415,48924,
净资产收益率加权(%),9.79,9.74,10.19,--,2.74,4.7,7.24,10.6,10.3,21.72,16.88,12.38,11.48,5.55,4.35,3.93,3.86,6.2,11.57,23.83,24.19,22.34,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
