报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.35,0.43,0.38,0.61,0.19,0.15,-0.19,-0.03,0.55,0.38,0.36,1.07,0.69,0.51,0.59,3.43,
每股净资产(元),--,--,--,--,--,--,--,--,4.21,3.73,3.36,4.62,2.18,1.6,12.55,5.96,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.6,0.94,0.54,1.23,0.6,0.57,9.81,6.4,
主营业务收入(万元),1849984,1690435,1511091,1184485,495317,305344,119297,118321,136854,87173,57916,80491,52999,44005,39708,25958,
主营业务利润(万元),310869,318457,251700,195263,86550,46554,9085,8669,24826,18519,12076,25410,11779,9994,11597,6611,
营业利润(万元),117128,150111,125472,87311,22358,14900,-7261,-2945,13383,9071,6819,18274,8475,5950,8041,4357,
投资收益(万元),24692,3003,237,125,4928,76,41,158,169,11,514,-1,620,8,10,7,
营业外收支净额(万元),-43,-2147,9644,11540,6460,3947,1016,1710,1216,1367,1559,246,945,0,-34,-3,
利润总额(万元),117085,147964,135116,98852,28818,18847,-6245,-1235,14599,10438,8379,18520,9420,5855,8007,4354,
净利润(万元),107959,135836,117948,87379,21811,14722,-6341,-1166,12192,8526,8008,15188,6420,4695,5472,2952,
净利润(扣除非经常性损益后)(万元),68114,98494,91960,76949,11371,11453,-7141,-2612,11011,7362,6485,15006,4743,4766,5724,2961,
经营活动产生的现金流量净额(万元),94028,-36138,50838,22989,20081,-17078,14896,14901,13280,20951,12002,18340,5612,5251,8438,5500,
现金及现金等价物净增加额(万元),117834,-185839,-85687,321222,62283,5392,-4116,1586,-9495,-5416,-6937,31945,-6596,5411,869,2794,
总资产(万元),3364396,2743342,2124438,1699618,915465,321029,143396,148051,144712,130681,113323,93018,43782,41866,30324,20093,
流动资产(万元),2279907,1720975,1336426,1146159,483283,151905,40330,49505,55666,48729,47843,56235,15599,20970,14986,12195,
总负债(万元),2001453,1623140,1118974,800114,362174,139005,60463,58016,49413,46100,37326,22400,22853,26981,19532,14965,
流动负债(万元),1826631,1426918,916549,631861,333223,126863,58944,54009,48869,43550,37146,18313,18937,26981,19532,14965,
股东权益不含少数股东权益(万元),1219126,1124624,1004518,899177,553065,182023,82173,88818,93969,83278,74822,68665,20232,14515,10614,5002,
净资产收益率加权(%),10.25,12.73,12.21,14.64,8.7,10.75,-7.42,-1.29,13.76,10.78,11.21,27.31,35.97,39.33,70.61,83.81,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
