报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.5,0.14,0.18,0.72,-0.29,-0.43,0.03,0.02,-0.04,0.15,0.26,0.09,0.17,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.11,3.14,2.96,2.75,2.63,2.59,2.48,2.52,2.77,2.65,4.16,3.23,2.82,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.51,-0.53,0.35,0.81,0.02,-0.13,0.34,0.49,0.53,-0.15,0.38,0.93,-0.49,0,0,0,
主营业务收入(万元),378460,308852,271581,225807,213932,240371,328740,367286,367253,378779,363762,391319,421434,340394,318806,325194,308302,270060,271810,374928,248869,130767,94198,100023,
主营业务利润(万元),72787,51491,45919,38719,35639,31650,44815,42111,38250,47259,54420,55920,50313,45973,41809,39725,38213,27360,23783,39974,29406,15525,15210,16394,
营业利润(万元),25925,5263,9699,38688,-15650,-20452,2342,1751,-1647,11380,17596,7911,14533,8168,9774,16715,11228,10632,9750,20987,15422,7436,7146,8994,
投资收益(万元),7683,-2517,-349,61735,-25,6475,5226,181,-1617,1736,1011,-929,23,-237,-508,-141,-870,419,1190,25,-42,0,0,0,
营业外收支净额(万元),-2986,419,449,1267,2610,1899,607,97,323,-1191,272,148,-453,-700,-201,-97,-629,-553,-129,-10,186,0,0,0,
利润总额(万元),22939,5682,10148,39955,-13041,-18553,2950,1848,-1324,10189,17868,8059,14080,7231,9065,16476,9732,11107,10812,21002,15867,10154,9372,10850,
净利润(万元),22796,6336,8274,32824,-13025,-19565,1354,912,-1759,6984,11849,4066,7705,5038,5052,9062,5416,7207,7562,13898,10958,6706,5120,7901,
净利润(扣除非经常性损益后)(万元),9862,3620,6413,-24195,-15341,-25508,-5499,-691,-2154,7334,7666,4931,6780,5395,4843,8591,5387,6695,7344,13936,10604,0,0,0,
经营活动产生的现金流量净额(万元),33307,-5447,12669,25456,16502,-3231,-3754,16931,-23229,-23857,15727,36818,860,-5707,15491,22069,23993,-6914,10632,24057,-12811,0,0,0,
现金及现金等价物净增加额(万元),97337,-33903,1739,35869,-7046,559,-2452,1640,-59958,44705,10370,11216,2642,-15661,29,-8654,6593,-14986,30765,-7237,14537,0,0,0,
总资产(万元),471278,436643,391836,359332,342827,363426,410964,396576,384390,378931,280010,305429,312183,277410,258687,248521,187598,190930,188060,156148,140876,66791,53755,60664,
流动资产(万元),315692,261343,214186,198015,185233,213483,260371,243517,246254,271012,197721,218233,225493,188714,174685,161831,121422,--,0,--,114024,54137,50085,57050,
总负债(万元),203909,185017,139432,122748,139739,153806,183137,163371,238492,232100,145260,180571,186615,155317,125085,112183,57747,59498,58475,61019,57648,28002,32026,35113,
流动负债(万元),191091,161800,116535,99220,105614,120459,158807,140125,114852,108819,143759,179757,185726,154434,124895,111993,57557,--,0,--,57458,28002,32026,35113,
股东权益不含少数股东权益(万元),269826,248258,246400,234165,200034,207373,223972,229167,140908,142510,134468,124537,119449,117420,112355,114083,125708,120366,117882,84093,73315,31193,16124,13999,
净资产收益率加权(%),8.82,2.56,3.51,15.21,-6.39,-9.13,0.6,0.56,-1.24,5.03,9.17,3.35,6.67,4.38,4.5,7.88,4.35,5.93,8.35,0,--,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
