报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),1,1.11,0.89,1.02,0.66,1.37,1.09,1.06,1.15,0.88,0.65,0.24,
每股净资产(元),--,--,--,--,--,11.32,10.45,9.92,4.63,3.48,2.9,1.42,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,1.61,1.18,1.22,1.44,0.44,0.91,0.99,
主营业务收入(万元),290877,245130,146052,94660,54318,43779,24528,22726,19672,14182,11972,9017,
主营业务利润(万元),176328,150137,95149,58599,34406,26626,13689,13231,12453,9906,8067,5929,
营业利润(万元),51412,56454,42936,32566,19229,12939,9383,8256,7164,5358,4253,3390,
投资收益(万元),13,1441,1424,97,2308,-424,7,0,--,4,7,23,
营业外收支净额(万元),592,771,125,249,530,652,393,610,519,570,13,-1578,
利润总额(万元),52004,57224,43061,32815,19759,13591,9776,8866,7683,5928,4265,1812,
净利润(万元),42615,46917,35659,27204,15180,10418,8240,7515,6523,4998,3148,1071,
净利润(扣除非经常性损益后)(万元),40880,44372,33728,26842,12469,9914,7904,6936,6084,4518,3133,2501,
经营活动产生的现金流量净额(万元),-11451,3490,-2382,19876,14702,12188,8911,9236,8153,2477,5188,4378,
现金及现金等价物净增加额(万元),-62521,67214,7115,-27727,35203,-5048,-12501,44254,3120,-4707,9147,-3374,
总资产(万元),525669,507315,366964,241948,218822,101783,100447,77741,33115,29523,31643,14928,
流动资产(万元),305298,304689,175449,101068,107448,60268,61779,61947,17904,14210,20320,10028,
总负债(万元),126810,130261,118533,28730,28011,9390,15785,2580,6848,9779,15193,8549,
流动负债(万元),95651,80707,71616,24975,24382,8686,15027,2155,2363,5234,5233,8046,
股东权益不含少数股东权益(万元),391173,370466,242575,209340,187483,85839,79211,75160,26267,19744,16449,6302,
净资产收益率加权(%),11.38,14.44,15.8,13.74,16.23,12.77,10.83,12.24,28.36,26.38,30.83,17.93,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
