报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.13,-0.09,0.19,0.45,0.34,0.54,0.81,1.24,0,0.13,-0.15,-0.11,0.9,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,1.3,-0.38,-0.39,-0.52,-0.12,0.02,-0.97,1.47,3.58,1.84,1.83,1.7,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,1.37,0.77,-0.01,0.09,-0.07,-0.08,0.76,-0,0.14,-0.42,1.7,0.79,0,
主营业务收入(万元),606846,215312,258701,211210,159116,85158,58162,57398,4904,6460,2170,1948,1650,2886,3950,15024,29948,38402,36259,
主营业务利润(万元),105372,38402,60194,71700,52625,49112,41812,39360,1189,790,317,308,88,-836,-242,4600,7538,9094,7589,
营业利润(万元),37433,-9307,32875,42295,29724,32839,30553,31084,240,1469,-1326,-1148,-1577,-6318,-5781,1557,3645,3699,3645,
投资收益(万元),-1030,-1020,-5557,8164,-807,-1073,--,--,--,1309,--,--,--,-7799,-8299,0,0,0,0,
营业外收支净额(万元),-7205,79,-16,953,1955,-16,697,905,26,-22,-115,--,--,-8031,-5085,393,14,0,0,
利润总额(万元),30228,-9228,32859,43249,31679,32823,31250,31989,267,1447,-1441,-1151,9064,-22148,-19165,1951,3659,4001,3654,
净利润(万元),18801,-13305,27436,32126,23125,22887,22807,23790,42,1328,-1451,-1114,9005,-22103,-19096,1562,3095,3418,3106,
净利润(扣除非经常性损益后)(万元),18185,-16134,25642,31286,21659,22899,22284,23111,-404,-373,-1336,-1112,-2045,-18073,-18178,1105,0,0,0,
经营活动产生的现金流量净额(万元),43329,38706,-37806,6759,16872,7312,38895,14767,-117,892,-738,-780,7616,-36,1225,-3778,11170,0,0,
现金及现金等价物净增加额(万元),19729,9450,-21330,-17170,25704,10695,-3597,11308,566,162,11,-780,922,-74,-10437,-5475,8295,0,0,
总资产(万元),778463,774823,483925,384460,342981,149189,145817,50628,9601,7689,8042,10557,10753,12315,36551,63456,33273,28411,26876,
流动资产(万元),334821,275954,217842,146049,134569,35115,37908,30406,7499,5679,5913,2544,2296,1988,11159,28064,26396,22195,20949,
总负债(万元),450969,492173,200880,130236,124102,66901,86116,13740,12181,11327,13103,11622,10407,20990,23084,30856,21177,16410,18293,
流动负债(万元),153462,112291,110622,110346,103681,53830,86116,13740,12181,11327,13103,11622,10407,20990,23084,30856,21177,16410,18293,
股东权益不含少数股东权益(万元),294311,251966,275334,247340,213582,82288,59701,36888,-3815,-3857,-5185,-1190,185,-8821,13277,32464,12096,12001,8584,
净资产收益率加权(%),6.62,-5.05,10.51,13.94,15.63,32.24,47.23,91.16,--,--,--,--,208.55,0,-82.31,6.12,27.39,33.2,44.18,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
