报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.09,0.05,-0.36,-0.69,0.38,1.72,1.61,1.26,1.21,
每股净资产(元),--,--,--,--,--,11.96,6.81,5.4,4.14,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-0.49,0.98,0.25,0.84,
主营业务收入(万元),148060,133207,162438,134916,145239,83931,69271,67293,62840,
主营业务利润(万元),18326,6086,14241,982,24289,14768,11945,10268,9160,
营业利润(万元),6205,1988,-14018,-31153,16651,9877,8400,6899,6571,
投资收益(万元),--,6422,-468,227,0,--,--,--,--,
营业外收支净额(万元),-114,-217,-1917,406,146,380,466,-1,-3,
利润总额(万元),6091,1771,-15935,-30747,16797,10257,8865,6898,6568,
净利润(万元),3426,2028,-13741,-26583,14719,8954,7742,6033,5790,
净利润(扣除非经常性损益后)(万元),1949,-8647,-12111,-26928,14595,8631,7349,6034,5498,
经营活动产生的现金流量净额(万元),-18582,8199,-4773,-552,-13884,-3139,4719,1201,4048,
现金及现金等价物净增加额(万元),22336,15803,-3170,-13683,-29575,32054,3907,2863,3951,
总资产(万元),160537,134009,156721,143628,146661,96241,51104,40130,33633,
流动资产(万元),122400,96190,113934,109377,110885,94929,49608,38227,31572,
总负债(万元),106318,84510,109297,82417,56792,19681,18394,14202,13738,
流动负债(万元),43470,84084,109257,76417,42642,19531,18394,14202,13738,
股东权益不含少数股东权益(万元),52392,49412,47384,61125,89935,76560,32710,25929,19895,
净资产收益率加权(%),6.76,4.19,-25.33,-41.96,17.73,19.5,26.48,26.33,34.06,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
