报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.37,0.04,0.14,0.04,-0.25,-0.08,-0.06,0.02,0.1,0.04,0.07,0.33,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.24,2.14,2.12,2.05,1.72,2.03,2.02,1.77,1.56,1.4,1.38,1.64,2.13,2.18,2.43,3.09,1.74,1.55,1.39,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-2.1,1.33,-0.01,-1.77,0.35,-0.21,-0.07,-0.61,0.36,0.16,0.48,-0.41,0.3,-0.14,--,--,0,--,--,
主营业务收入(万元),606924,15672,4593,20023,11028,16347,1828,8190,10789,6139,18760,51134,23955,9465,35656,36823,94785,67899,70940,49504,54802,60770,52769,44830,44687,39585,52263,
主营业务利润(万元),108595,5042,51,9177,1089,3107,-407,2765,1444,-527,5212,13223,3006,4207,15254,13096,14686,7704,-662,5960,8578,5272,4511,3836,3690,3953,3856,
营业利润(万元),66518,3003,7576,3874,-13888,-3548,-2734,389,5360,2692,3868,11481,1258,3398,13462,10835,7071,1224,-5923,918,1753,-371,4596,3875,3690,3953,3856,
投资收益(万元),15,--,6392,--,--,--,50,--,6574,4107,46,--,--,-1184,-1184,-1184,-199,-651,26,1146,144,554,952,878,83,42,63,
营业外收支净额(万元),-1212,36,-6,1,2702,0,2,-0,-91,-28,-9,-72,--,-237,-166,-130,-51,-64,-8,422,433,0,0,0,33,--,--,
利润总额(万元),65306,3039,7571,3875,-11186,-3548,-2732,389,5269,2664,3858,11409,1026,1977,12112,9521,6821,510,-5906,2486,2331,649,5984,5297,3807,4200,3701,
净利润(万元),58524,1600,6097,1955,-11241,-3451,-2673,380,2568,955,1687,8192,514,602,6454,5140,4094,492,-5956,2014,1054,654,5188,4515,3269,3814,3407,
净利润(扣除非经常性损益后)(万元),49008,1539,1305,1549,-13853,-3451,-2675,-525,-1789,-3793,1695,8260,589,722,6612,5218,3778,556,-6583,1114,651,--,--,--,0,--,--,
经营活动产生的现金流量净额(万元),158744,11717,-3112,15010,4272,-4504,-8385,790,-51962,32934,-129,-44008,8760,-5086,-1834,-15228,8973,3846,11908,-10247,5739,-2618,--,--,0,--,--,
现金及现金等价物净增加额(万元),-25387,11870,2128,4314,-2443,563,-7141,2821,-17325,14810,-7939,16139,-4432,3085,-11232,-51899,57673,4366,3845,-490,-370,-655,--,--,0,--,--,
总资产(万元),816605,58837,53088,66354,78473,95624,95403,130899,125235,111934,190977,187871,141130,150164,126193,137146,151598,113744,112349,119665,103708,93265,93800,76843,44537,28053,36090,
流动资产(万元),232871,25802,22880,28221,24580,28190,56400,118450,111772,70652,176828,173328,126189,126963,101996,111581,136921,--,0,--,0,62298,64379,60604,36200,24515,32823,
总负债(万元),560016,10032,6459,25853,41128,47150,43375,72776,64597,54704,111893,110642,84712,94022,70521,88596,108914,79142,78239,78947,63944,51318,53379,39876,30656,18165,27223,
流动负债(万元),366516,10032,6459,25853,41128,40350,29375,60576,46597,45704,31893,29642,56712,65022,58221,68996,85914,--,0,--,0,46131,46623,31802,19671,16485,25673,
股东权益不含少数股东权益(万元),207609,46629,44785,38688,36199,47388,50840,55993,55612,53052,52604,50916,42724,50348,49994,43844,38704,34602,34110,40718,38704,41497,40421,36967,13881,9887,8867,
净资产收益率加权(%),32.22,3.5,14.61,5.26,-26.88,-7.03,-4.88,0.68,4.73,1.49,3.26,17.5,1.21,1.2,13.75,12.45,10.58,1.43,-16.19,5.07,0,1.6,--,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
